Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4
Bracket Play,Premier 5.0+,Bracket A,Round of 64,Best of 3,Crockpot,Green,Crockpot,18,21,23,21,26,24,,,,,Peyton Stack,Harrison Baisden,,,Connor Prelich,Lucas Hope,,
Bracket Play,Premier 5.0+,Bracket A,Round of 64,Best of 3,MBR vs. PBR,CCR Toph & The Boulder,MBR vs. PBR,21,16,24,22,,,,,,,Brian Perlson,Nathan Montgomery,,,Cooper Pennell,Gabe Packevicz,,
Bracket Play,Premier 5.0+,Bracket A,Round of 64,Best of 3,PBR Vengeance,Dethrone,PBR Vengeance,21,16,21,16,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Ryan Fernandez,Patricio Duran,,
Bracket Play,Premier 5.0+,Bracket A,Round of 64,Best of 3,Happy Heffalumps,Overdue,Happy Heffalumps,21,16,27,25,,,,,,,Matt Catuccio,Michael Catuccio,,,Drew Ryder,Javier Vidal,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,TLMG,Happy Heffalumps,TLMG,21,12,17,21,21,11,,,,,Anthony St-Martin,Thomas Déry,,,Matt Catuccio,Michael Catuccio,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,No Pressure,PBR Vengeance,No Pressure,21,10,29,27,,,,,,,Alex Newton,Josh Hutko,,,Jacob Arzaga,Garrett Blanchard,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Disordered,MBR vs. PBR,Disordered,21,16,0,-2,,,,,,,Andrew Greer,Solomon Berry,,,Brian Perlson,Nathan Montgomery,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,VBR Sticky Stuff,Crockpot,VBR Sticky Stuff,21,15,21,17,,,,,,,Reid Lampert,Caleb Brock,,,Peyton Stack,Harrison Baisden,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Hot Ballers,"CCR White Lotus ",Hot Ballers,21,14,21,11,,,,,,,Joshua Hachey,Tyler Babin,,,Mitchell Carter,Ely Marciano,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Mickey Mouse Club House,Unnamed Protagonist,Mickey Mouse Club House,17,21,21,10,26,24,,,,,Josef Quispe,Joey Reynolds,,,Caleb White,Calvin Smith,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Shockwave,McLaughlin Men,McLaughlin Men,18,21,17,21,,,,,,,Sam Bunze,John Buchanan,,,Joey Maichen,Bryan Grullon,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Boogie Woogie,Let’s get grassy,Boogie Woogie,21,19,21,10,,,,,,,Ben Savage,Adam Porter,,,Nathaniel Hargrove,Dennis Wei,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,WOMP WOMP!,Cinnabutter,Cinnabutter,16,21,10,21,,,,,,,Dalton Gilder,Brandon Stokes,,,James Richmond,A.j. Martin,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Short Bait,Control Alt Delete,Short Bait,21,17,21,14,,,,,,,Caleb Shorter,Owen Bass,,,Ethan Sullivan,Gavin Sullivan,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,"BuGYAAATTi ",Limitless Faith,"BuGYAAATTi ",1,0,1,0,,,,,,,Rob's Traveler,Izayah Gibson,,,Ethan Domster,Andrew Raber,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,For the Content,Bust Bros,For the Content,21,16,26,24,,,,,,,David Rowlands,Jacob Narayan,,,Sam Diani,Aidan Buchanan,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Get Gaped,Abusive Relationship,Get Gaped,21,11,21,15,,,,,,,Tim Lacagnina,Nick Evanko,,,Sam Mccune,Nic Albornoz,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Incognito,PBR Animal Style,Incognito,21,15,21,17,,,,,,,Michael Du,Joseph Kaylor,,,Michael Capobianco,Liam Sherron,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,Step-Cousin?!?,Bush Business,Step-Cousin?!?,15,21,21,16,21,19,,,,,Chase Meyer,Noah Johnson,,,Justin Kehoe,Jack Bush,,
Bracket Play,Premier 5.0+,Bracket A,Round of 32,Best of 3,BUTTER,Cerebral,Cerebral,17,21,13,21,,,,,,,Levi Rogers,Zak Kovatch,,,Kurt Lannetti,Samuel Corey,,
Bracket Play,Premier 5.0+,Bracket A,Round of 16,Best of 3,TLMG,Cerebral,Cerebral,21,14,22,24,17,21,,,,,Anthony St-Martin,Thomas Déry,,,Kurt Lannetti,Samuel Corey,,
Bracket Play,Premier 5.0+,Bracket A,Round of 16,Best of 3,No Pressure,Step-Cousin?!?,No Pressure,21,16,22,24,21,16,,,,,Alex Newton,Josh Hutko,,,Chase Meyer,Noah Johnson,,
Bracket Play,Premier 5.0+,Bracket A,Round of 16,Best of 3,Disordered,Incognito,Incognito,16,21,19,21,,,,,,,Andrew Greer,Solomon Berry,,,Michael Du,Joseph Kaylor,,
Bracket Play,Premier 5.0+,Bracket A,Round of 16,Best of 3,VBR Sticky Stuff,Get Gaped,VBR Sticky Stuff,21,19,18,21,21,15,,,,,Reid Lampert,Caleb Brock,,,Tim Lacagnina,Nick Evanko,,
Bracket Play,Premier 5.0+,Bracket A,Round of 16,Best of 3,Hot Ballers,For the Content,Hot Ballers,21,13,21,16,,,,,,,Joshua Hachey,Tyler Babin,,,David Rowlands,Jacob Narayan,,
Bracket Play,Premier 5.0+,Bracket A,Round of 16,Best of 3,Mickey Mouse Club House,"BuGYAAATTi ",Mickey Mouse Club House,21,15,21,19,,,,,,,Josef Quispe,Joey Reynolds,,,Rob's Traveler,Izayah Gibson,,
Bracket Play,Premier 5.0+,Bracket A,Round of 16,Best of 3,McLaughlin Men,Short Bait,Short Bait,21,18,18,21,17,21,,,,,Joey Maichen,Bryan Grullon,,,Caleb Shorter,Owen Bass,,
Bracket Play,Premier 5.0+,Bracket A,Round of 16,Best of 3,Boogie Woogie,Cinnabutter,Boogie Woogie,21,15,21,14,,,,,,,Ben Savage,Adam Porter,,,James Richmond,A.j. Martin,,
Bracket Play,Premier 5.0+,Bracket A,P17: Round of 16,Single game,BUTTER,Happy Heffalumps,Happy Heffalumps,16,21,,,,,,,,,Levi Rogers,Zak Kovatch,,,Matt Catuccio,Michael Catuccio,,
Bracket Play,Premier 5.0+,Bracket A,P17: Round of 16,Single game,Bush Business,PBR Vengeance,PBR Vengeance,14,21,,,,,,,,,Justin Kehoe,Jack Bush,,,Jacob Arzaga,Garrett Blanchard,,
Bracket Play,Premier 5.0+,Bracket A,P17: Round of 16,Single game,PBR Animal Style,MBR vs. PBR,PBR Animal Style,25,23,,,,,,,,,Michael Capobianco,Liam Sherron,,,Brian Perlson,Nathan Montgomery,,
Bracket Play,Premier 5.0+,Bracket A,P17: Round of 16,Single game,Abusive Relationship,Crockpot,Crockpot,18,21,,,,,,,,,Sam Mccune,Nic Albornoz,,,Peyton Stack,Harrison Baisden,,
Bracket Play,Premier 5.0+,Bracket A,P17: Round of 16,Single game,Bust Bros,"CCR White Lotus ",Bust Bros,1,-1,,,,,,,,,Sam Diani,Aidan Buchanan,,,Mitchell Carter,Ely Marciano,,
Bracket Play,Premier 5.0+,Bracket A,P17: Round of 16,Single game,Limitless Faith,Unnamed Protagonist,Unnamed Protagonist,0,1,,,,,,,,,Ethan Domster,Andrew Raber,,,Caleb White,Calvin Smith,,
Bracket Play,Premier 5.0+,Bracket A,P17: Round of 16,Single game,Control Alt Delete,Shockwave,Shockwave,19,21,,,,,,,,,Ethan Sullivan,Gavin Sullivan,,,Sam Bunze,John Buchanan,,
Bracket Play,Premier 5.0+,Bracket A,P17: Round of 16,Single game,WOMP WOMP!,Let’s get grassy,WOMP WOMP!,1,0,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Nathaniel Hargrove,Dennis Wei,,
Bracket Play,Premier 5.0+,Bracket A,Quarter-final,Best of 3,Cerebral,Boogie Woogie,Cerebral,21,19,23,21,,,,,,,Kurt Lannetti,Samuel Corey,,,Ben Savage,Adam Porter,,
Bracket Play,Premier 5.0+,Bracket A,Quarter-final,Best of 3,No Pressure,Short Bait,No Pressure,18,21,21,14,21,19,,,,,Alex Newton,Josh Hutko,,,Caleb Shorter,Owen Bass,,
Bracket Play,Premier 5.0+,Bracket A,Quarter-final,Best of 3,Incognito,Mickey Mouse Club House,Incognito,15,21,21,19,21,14,,,,,Michael Du,Joseph Kaylor,,,Josef Quispe,Joey Reynolds,,
Bracket Play,Premier 5.0+,Bracket A,Quarter-final,Best of 3,VBR Sticky Stuff,Hot Ballers,Hot Ballers,16,21,21,18,18,21,,,,,Reid Lampert,Caleb Brock,,,Joshua Hachey,Tyler Babin,,
Bracket Play,Premier 5.0+,Bracket A,P9: Quarter-final,Single game,Cinnabutter,TLMG,TLMG,0,1,,,,,,,,,James Richmond,A.j. Martin,,,Anthony St-Martin,Thomas Déry,,
Bracket Play,Premier 5.0+,Bracket A,P9: Quarter-final,Single game,McLaughlin Men,Step-Cousin?!?,McLaughlin Men,1,0,,,,,,,,,Joey Maichen,Bryan Grullon,,,Chase Meyer,Noah Johnson,,
Bracket Play,Premier 5.0+,Bracket A,P9: Quarter-final,Single game,"BuGYAAATTi ",Disordered,Disordered,-2,-1,,,,,,,,,Rob's Traveler,Izayah Gibson,,,Andrew Greer,Solomon Berry,,
Bracket Play,Premier 5.0+,Bracket A,P9: Quarter-final,Single game,For the Content,Get Gaped,For the Content,0,-1,,,,,,,,,David Rowlands,Jacob Narayan,,,Tim Lacagnina,Nick Evanko,,
Bracket Play,Premier 5.0+,Bracket A,P17: Quarter-final,Single game,Happy Heffalumps,WOMP WOMP!,WOMP WOMP!,0,1,,,,,,,,,Matt Catuccio,Michael Catuccio,,,Dalton Gilder,Brandon Stokes,,
Bracket Play,Premier 5.0+,Bracket A,P17: Quarter-final,Single game,PBR Vengeance,Shockwave,PBR Vengeance,1,0,,,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Sam Bunze,John Buchanan,,
Bracket Play,Premier 5.0+,Bracket A,P17: Quarter-final,Single game,PBR Animal Style,Unnamed Protagonist,Unnamed Protagonist,-1,0,,,,,,,,,Michael Capobianco,Liam Sherron,,,Caleb White,Calvin Smith,,
Bracket Play,Premier 5.0+,Bracket A,P17: Quarter-final,Single game,Crockpot,Bust Bros,Crockpot,1,-1,,,,,,,,,Peyton Stack,Harrison Baisden,,,Sam Diani,Aidan Buchanan,,
Bracket Play,Premier 5.0+,Bracket A,P25: Quarter-final,Single game,Limitless Faith,MBR vs. PBR,MBR vs. PBR,0,1,,,,,,,,,Ethan Domster,Andrew Raber,,,Brian Perlson,Nathan Montgomery,,
Bracket Play,Premier 5.0+,Bracket A,P33: Quarter-final,Single game,Green,Fresh Cuts,Fresh Cuts,17,21,,,,,,,,,Connor Prelich,Lucas Hope,,,Mike Hamilton,Ethan Westfall,,
Bracket Play,Premier 5.0+,Bracket A,Semi-final,Best of 3,Cerebral,Hot Ballers,Hot Ballers,21,23,24,22,17,21,,,,,Kurt Lannetti,Samuel Corey,,,Joshua Hachey,Tyler Babin,,
Bracket Play,Premier 5.0+,Bracket A,Semi-final,Best of 3,No Pressure,Incognito,No Pressure,21,19,21,18,,,,,,,Alex Newton,Josh Hutko,,,Michael Du,Joseph Kaylor,,
Bracket Play,Premier 5.0+,Bracket A,P5: Semi-final,Single game,VBR Sticky Stuff,Boogie Woogie,Boogie Woogie,0,1,,,,,,,,,Reid Lampert,Caleb Brock,,,Ben Savage,Adam Porter,,
Bracket Play,Premier 5.0+,Bracket A,P5: Semi-final,Single game,Mickey Mouse Club House,Short Bait,Mickey Mouse Club House,1,0,,,,,,,,,Josef Quispe,Joey Reynolds,,,Caleb Shorter,Owen Bass,,
Bracket Play,Premier 5.0+,Bracket A,P9: Semi-final,Single game,TLMG,For the Content,TLMG,21,16,,,,,,,,,Anthony St-Martin,Thomas Déry,,,David Rowlands,Jacob Narayan,,
Bracket Play,Premier 5.0+,Bracket A,P9: Semi-final,Single game,McLaughlin Men,Disordered,McLaughlin Men,1,0,,,,,,,,,Joey Maichen,Bryan Grullon,,,Andrew Greer,Solomon Berry,,
Bracket Play,Premier 5.0+,Bracket A,P13: Semi-final,Single game,"BuGYAAATTi ",Step-Cousin?!?,"BuGYAAATTi ",1,0,,,,,,,,,Rob's Traveler,Izayah Gibson,,,Chase Meyer,Noah Johnson,,
Bracket Play,Premier 5.0+,Bracket A,P17: Semi-final,Single game,WOMP WOMP!,Crockpot,WOMP WOMP!,1,0,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Peyton Stack,Harrison Baisden,,
Bracket Play,Premier 5.0+,Bracket A,P17: Semi-final,Single game,PBR Vengeance,Unnamed Protagonist,Unnamed Protagonist,-1,0,,,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Caleb White,Calvin Smith,,
Bracket Play,Premier 5.0+,Bracket A,P21: Semi-final,Single game,PBR Animal Style,Shockwave,Shockwave,0,1,,,,,,,,,Michael Capobianco,Liam Sherron,,,Sam Bunze,John Buchanan,,
Bracket Play,Premier 5.0+,Bracket A,P33: Semi-final,Single game,Overdue,Fresh Cuts,Fresh Cuts,0,1,,,,,,,,,Drew Ryder,Javier Vidal,,,Mike Hamilton,Ethan Westfall,,
Bracket Play,Premier 5.0+,Bracket A,Final,Best of 3,Hot Ballers,No Pressure,Hot Ballers,21,11,21,7,,,,,,,Joshua Hachey,Tyler Babin,,,Alex Newton,Josh Hutko,,
Bracket Play,Premier 5.0+,Bracket A,P3: Final,Best of 3,Incognito,Cerebral,Incognito,21,14,21,18,,,,,,,Michael Du,Joseph Kaylor,,,Kurt Lannetti,Samuel Corey,,
Bracket Play,Premier 5.0+,Bracket A,P9: Final,Single game,TLMG,McLaughlin Men,TLMG,1,0,,,,,,,,,Anthony St-Martin,Thomas Déry,,,Joey Maichen,Bryan Grullon,,
Bracket Play,Premier 5.0+,Bracket A,P17: Final,Single game,WOMP WOMP!,Unnamed Protagonist,Unnamed Protagonist,17,21,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Caleb White,Calvin Smith,,
Pool Play,Contender 4.5+,Group A,1,Single game,Too Much Sandwich,What’s the Score??,Too Much Sandwich,21,13,,,,,,,,,Joseph Motto,Sean Caufield,,,Lindsey Johanson,James Halpin,,
Pool Play,Contender 4.5+,Group A,1,Single game,Pigeon,Balderson/Keely,Balderson/Keely,20,22,,,,,,,,,Andrew Luque,vince S,,,Chay Balderson,Drew Keely,,
Pool Play,Contender 4.5+,Group B,1,Single game,Liam Sherron Fans,Baja Blast,Liam Sherron Fans,21,12,,,,,,,,,Brooks Weeks,Elijah Katz,,,Aidan Mackey,Ryan Brown,,
Pool Play,Contender 4.5+,Group B,1,Single game,Collision Mode,Put It in My Hand,Put It in My Hand,18,21,,,,,,,,,Matt Garbecki,Tess Dolan,,,Matthew Tiongko,Jason Woo,,
Pool Play,Contender 4.5+,Group B,1,Single game,Yeti,Pru Pru,Yeti,21,18,,,,,,,,,Sam Dunlevy,Mason Weaver,,,Noah Malewicki,Vince Hackl,,
Pool Play,Contender 4.5+,Group C,1,Single game,Teenage Dream,Jason and Alec,Teenage Dream,21,11,,,,,,,,,Dylan Wakeley,Henrik Hoeldtke,,,Jason Canlas,Alec Orsi,,
Pool Play,Contender 4.5+,Group C,1,Single game,Sandwich Extra Mayo,Brody/Clayton,Brody/Clayton,16,21,,,,,,,,,Brandon McKinney,Logan Coffelt,,,Brody Ulrich,Clayton Ulrich,,
Pool Play,Contender 4.5+,Group C,1,Single game,RO Master Shifu and Po,Grandpa's Backpack,Grandpa's Backpack,14,21,,,,,,,,,Peter Lam,Jake Choi,,,Noah Yost,Robbie Koennecker,,
Pool Play,Contender 4.5+,Group D,1,Single game,Get Milked: Simul Is Clean,Ball Hogs,Get Milked: Simul Is Clean,21,17,,,,,,,,,Charlie Cavallaro,Drew Banziger,,,Kyle Ebersol,Tyler Martin,,
Pool Play,Contender 4.5+,Group D,1,Single game,Avatar The Last Ballbenders 🫃,BANG BUS,BANG BUS,16,21,,,,,,,,,rubin chang,David Nara,,,Brock Lodato,Sean Santos,,
Pool Play,Contender 4.5+,Group D,1,Single game,Deboned,Presidential Cut,Presidential Cut,15,21,,,,,,,,,Jon Esposo,Anthony Schenk,,,Harrison Yen,Nick Genkinger,,
Pool Play,Contender 4.5+,Group E,1,Single game,About Time,Zender’s Prodigies,About Time,21,12,,,,,,,,,Sidney Mathues,Riley Nassour,,,John Mankowich,Matthew Mesaros,,
Pool Play,Contender 4.5+,Group E,1,Single game,Manfredi Bros,Battle Bus,Manfredi Bros,21,19,,,,,,,,,Matthew Manfredi,Andrew Manfredi,,,Nate Royer,Joey Battle,,
Pool Play,Contender 4.5+,Group E,1,Single game,Apricot’s Army,Pulchritudinous Callipygians,Apricot’s Army,21,18,,,,,,,,,Jake Hurst,Tyler Keener,,,Collin Wickramaratna,Nate Kunz,,
Pool Play,Contender 4.5+,Group F,1,Single game,Indecisive,Shifty Shafters,Indecisive,21,17,,,,,,,,,DaRyan Hoover,Micah Wipf,,,Logan Burkholder,Isaac Eichelbeger,,
Pool Play,Contender 4.5+,Group F,1,Single game,The Hoffler’s,Backhanded Complement,The Hoffler’s,21,14,,,,,,,,,Cori Hoffler,Joel Hoffler,,,Noah Elconin,Braden Reeve,,
Pool Play,Contender 4.5+,Group F,1,Single game,Rotato Potato,Switz & Steamer,Rotato Potato,21,17,,,,,,,,,Charlie Freeman,Jonathan Saysamone,,,Eric Markstein,Henry Switz,,
Pool Play,Contender 4.5+,Group G,1,Single game,Grape Juice,Men in STEM,Grape Juice,21,15,,,,,,,,,Jack Walker,Landon Lauffer,,,Sam Aven,Will Pankiewicz,,
Pool Play,Contender 4.5+,Group G,1,Single game,Pacer Test,1-800-NICE,Pacer Test,21,17,,,,,,,,,Luke Little,Sam Weber,,,Andrew Nee,James Mills,,
Pool Play,Contender 4.5+,Group G,1,Single game,OUR GLORIOUS KING,P Hive,P Hive,15,21,,,,,,,,,Eric Tay,Eric Guan,,,Tim Daudelin,Tripp Griffith,,
Pool Play,Contender 4.5+,Group H,1,Single game,WannaBe Wolfpack,Daily Thirds,WannaBe Wolfpack,21,12,,,,,,,,,James Brock,Leslie Nguyen,,,Evan Hopkins,AJ Yoon,,
Pool Play,Contender 4.5+,Group H,1,Single game,Lab Rats,Weight Watchers,Lab Rats,21,12,,,,,,,,,Jeremy Lee,Isaac Mixon,,,Vincent Munno,Joseph Yu,,
Pool Play,Contender 4.5+,Group H,1,Single game,Al + Allen,UPSIDE DOWN,Al + Allen,21,11,,,,,,,,,Albert Tong,Allen Ombougno,,,Jason Mcgrath,Alex Perkins,,
Pool Play,Contender 4.5+,Group I,1,Single game,Team Name Here,The Bloodline,Team Name Here,21,7,,,,,,,,,Connor Shupe,Ryan Field,,,Jake Brown,Jaden Brown,,
Pool Play,Contender 4.5+,Group I,1,Single game,MBR Initiative,Take a hit,MBR Initiative,21,15,,,,,,,,,Jason Montgomery,Ryan Montgomery,,,Liam Lafond,Sreesai Katiki,,
Pool Play,Contender 4.5+,Group I,1,Single game,Out of Towners,NPCs,NPCs,14,21,,,,,,,,,Eli Wortman,William White,,,Zack Glew,Jensen Brynildsen,,
Pool Play,Contender 4.5+,Group A,2,Single game,Too Much Sandwich,Balderson/Keely,Too Much Sandwich,21,15,,,,,,,,,Joseph Motto,Sean Caufield,,,Chay Balderson,Drew Keely,,
Pool Play,Contender 4.5+,Group A,2,Single game,Sleepy Time,What’s the Score??,Sleepy Time,21,10,,,,,,,,,Jon LeFrois,Gray Bundy,,,Lindsey Johanson,James Halpin,,
Pool Play,Contender 4.5+,Group B,2,Single game,Liam Sherron Fans,Put It in My Hand,Liam Sherron Fans,21,11,,,,,,,,,Brooks Weeks,Elijah Katz,,,Matthew Tiongko,Jason Woo,,
Pool Play,Contender 4.5+,Group B,2,Single game,Collision Mode,Yeti,Yeti,23,25,,,,,,,,,Matt Garbecki,Tess Dolan,,,Sam Dunlevy,Mason Weaver,,
Pool Play,Contender 4.5+,Group B,2,Single game,Pru Pru,Baja Blast,Baja Blast,15,21,,,,,,,,,Noah Malewicki,Vince Hackl,,,Aidan Mackey,Ryan Brown,,
Pool Play,Contender 4.5+,Group C,2,Single game,Teenage Dream,Brody/Clayton,Teenage Dream,21,16,,,,,,,,,Dylan Wakeley,Henrik Hoeldtke,,,Brody Ulrich,Clayton Ulrich,,
Pool Play,Contender 4.5+,Group C,2,Single game,Sandwich Extra Mayo,RO Master Shifu and Po,Sandwich Extra Mayo,21,15,,,,,,,,,Brandon McKinney,Logan Coffelt,,,Peter Lam,Jake Choi,,
Pool Play,Contender 4.5+,Group C,2,Single game,Grandpa's Backpack,Jason and Alec,Grandpa's Backpack,21,11,,,,,,,,,Noah Yost,Robbie Koennecker,,,Jason Canlas,Alec Orsi,,
Pool Play,Contender 4.5+,Group D,2,Single game,Get Milked: Simul Is Clean,BANG BUS,Get Milked: Simul Is Clean,21,16,,,,,,,,,Charlie Cavallaro,Drew Banziger,,,Brock Lodato,Sean Santos,,
Pool Play,Contender 4.5+,Group D,2,Single game,Avatar The Last Ballbenders 🫃,Deboned,Deboned,14,21,,,,,,,,,rubin chang,David Nara,,,Jon Esposo,Anthony Schenk,,
Pool Play,Contender 4.5+,Group D,2,Single game,Presidential Cut,Ball Hogs,Presidential Cut,21,13,,,,,,,,,Harrison Yen,Nick Genkinger,,,Kyle Ebersol,Tyler Martin,,
Pool Play,Contender 4.5+,Group E,2,Single game,About Time,Battle Bus,About Time,21,18,,,,,,,,,Sidney Mathues,Riley Nassour,,,Nate Royer,Joey Battle,,
Pool Play,Contender 4.5+,Group E,2,Single game,Manfredi Bros,Apricot’s Army,Manfredi Bros,21,18,,,,,,,,,Matthew Manfredi,Andrew Manfredi,,,Jake Hurst,Tyler Keener,,
Pool Play,Contender 4.5+,Group E,2,Single game,Pulchritudinous Callipygians,Zender’s Prodigies,Pulchritudinous Callipygians,21,14,,,,,,,,,Collin Wickramaratna,Nate Kunz,,,John Mankowich,Matthew Mesaros,,
Pool Play,Contender 4.5+,Group F,2,Single game,Indecisive,Backhanded Complement,Indecisive,21,19,,,,,,,,,DaRyan Hoover,Micah Wipf,,,Noah Elconin,Braden Reeve,,
Pool Play,Contender 4.5+,Group F,2,Single game,The Hoffler’s,Rotato Potato,The Hoffler’s,21,18,,,,,,,,,Cori Hoffler,Joel Hoffler,,,Charlie Freeman,Jonathan Saysamone,,
Pool Play,Contender 4.5+,Group F,2,Single game,Switz & Steamer,Shifty Shafters,Switz & Steamer,21,17,,,,,,,,,Eric Markstein,Henry Switz,,,Logan Burkholder,Isaac Eichelbeger,,
Pool Play,Contender 4.5+,Group G,2,Single game,Grape Juice,1-800-NICE,1-800-NICE,19,21,,,,,,,,,Jack Walker,Landon Lauffer,,,Andrew Nee,James Mills,,
Pool Play,Contender 4.5+,Group G,2,Single game,Pacer Test,OUR GLORIOUS KING,Pacer Test,21,14,,,,,,,,,Luke Little,Sam Weber,,,Eric Tay,Eric Guan,,
Pool Play,Contender 4.5+,Group G,2,Single game,P Hive,Men in STEM,P Hive,21,6,,,,,,,,,Tim Daudelin,Tripp Griffith,,,Sam Aven,Will Pankiewicz,,
Pool Play,Contender 4.5+,Group H,2,Single game,WannaBe Wolfpack,Weight Watchers,WannaBe Wolfpack,21,12,,,,,,,,,James Brock,Leslie Nguyen,,,Vincent Munno,Joseph Yu,,
Pool Play,Contender 4.5+,Group H,2,Single game,Lab Rats,Al + Allen,Lab Rats,21,19,,,,,,,,,Jeremy Lee,Isaac Mixon,,,Albert Tong,Allen Ombougno,,
Pool Play,Contender 4.5+,Group H,2,Single game,UPSIDE DOWN,Daily Thirds,UPSIDE DOWN,21,19,,,,,,,,,Jason Mcgrath,Alex Perkins,,,Evan Hopkins,AJ Yoon,,
Pool Play,Contender 4.5+,Group I,2,Single game,Team Name Here,Take a hit,Team Name Here,21,14,,,,,,,,,Connor Shupe,Ryan Field,,,Liam Lafond,Sreesai Katiki,,
Pool Play,Contender 4.5+,Group I,2,Single game,MBR Initiative,Out of Towners,Out of Towners,16,21,,,,,,,,,Jason Montgomery,Ryan Montgomery,,,Eli Wortman,William White,,
Pool Play,Contender 4.5+,Group I,2,Single game,NPCs,The Bloodline,NPCs,21,8,,,,,,,,,Zack Glew,Jensen Brynildsen,,,Jake Brown,Jaden Brown,,
Pool Play,Contender 4.5+,Group A,3,Single game,Too Much Sandwich,Sleepy Time,Too Much Sandwich,21,18,,,,,,,,,Joseph Motto,Sean Caufield,,,Jon LeFrois,Gray Bundy,,
Pool Play,Contender 4.5+,Group A,3,Single game,Pigeon,What’s the Score??,Pigeon,21,13,,,,,,,,,Andrew Luque,vince S,,,Lindsey Johanson,James Halpin,,
Pool Play,Contender 4.5+,Group B,3,Single game,Liam Sherron Fans,Pru Pru,Liam Sherron Fans,21,17,,,,,,,,,Brooks Weeks,Elijah Katz,,,Noah Malewicki,Vince Hackl,,
Pool Play,Contender 4.5+,Group B,3,Single game,Collision Mode,Baja Blast,Collision Mode,21,14,,,,,,,,,Matt Garbecki,Tess Dolan,,,Aidan Mackey,Ryan Brown,,
Pool Play,Contender 4.5+,Group B,3,Single game,Yeti,Put It in My Hand,Yeti,21,15,,,,,,,,,Sam Dunlevy,Mason Weaver,,,Matthew Tiongko,Jason Woo,,
Pool Play,Contender 4.5+,Group C,3,Single game,Teenage Dream,Grandpa's Backpack,Teenage Dream,21,17,,,,,,,,,Dylan Wakeley,Henrik Hoeldtke,,,Noah Yost,Robbie Koennecker,,
Pool Play,Contender 4.5+,Group C,3,Single game,Sandwich Extra Mayo,Jason and Alec,Sandwich Extra Mayo,21,9,,,,,,,,,Brandon McKinney,Logan Coffelt,,,Jason Canlas,Alec Orsi,,
Pool Play,Contender 4.5+,Group C,3,Single game,RO Master Shifu and Po,Brody/Clayton,Brody/Clayton,15,21,,,,,,,,,Peter Lam,Jake Choi,,,Brody Ulrich,Clayton Ulrich,,
Pool Play,Contender 4.5+,Group D,3,Single game,Get Milked: Simul Is Clean,Presidential Cut,Presidential Cut,15,21,,,,,,,,,Charlie Cavallaro,Drew Banziger,,,Harrison Yen,Nick Genkinger,,
Pool Play,Contender 4.5+,Group D,3,Single game,Avatar The Last Ballbenders 🫃,Ball Hogs,Avatar The Last Ballbenders 🫃,21,18,,,,,,,,,rubin chang,David Nara,,,Kyle Ebersol,Tyler Martin,,
Pool Play,Contender 4.5+,Group D,3,Single game,Deboned,BANG BUS,Deboned,25,24,,,,,,,,,Jon Esposo,Anthony Schenk,,,Brock Lodato,Sean Santos,,
Pool Play,Contender 4.5+,Group E,3,Single game,About Time,Pulchritudinous Callipygians,About Time,21,16,,,,,,,,,Sidney Mathues,Riley Nassour,,,Collin Wickramaratna,Nate Kunz,,
Pool Play,Contender 4.5+,Group E,3,Single game,Manfredi Bros,Zender’s Prodigies,Manfredi Bros,21,18,,,,,,,,,Matthew Manfredi,Andrew Manfredi,,,John Mankowich,Matthew Mesaros,,
Pool Play,Contender 4.5+,Group E,3,Single game,Apricot’s Army,Battle Bus,Apricot’s Army,21,15,,,,,,,,,Jake Hurst,Tyler Keener,,,Nate Royer,Joey Battle,,
