Ä,Division,Group/Bracket,Round,Match format,Squad,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs Liberty D1,NC State D1 Open B,Liberty D1 Open B,NC State D1 Open B,21,17,,,,,jonah walker,Aaron Simpson,Josh Puffenberger,Tim G.
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs Liberty D1,NC State D1 Open C,Liberty D1 Open C,NC State D1 Open C,21,16,,,,,Vaughn gooding,eli mosley,Daniel Porter,Isaac Haynes
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs Liberty D1,NC State D1 Coed,Liberty D1 Coed,NC State D1 Coed,22,20,,,,,Alex DuBois,jadyn steele,JP Hoheisel,Seth Stokarski
Pool Play,Division 1 Women's,Silver D,2,Single game,NC State D1 vs Liberty D1,NC State D1 Women's,Liberty D1 Women's,NC State D1 Women's,21,13,,,,,laura zachar,rosie craven,Becca Tussi,Jo Malone
Pool Play,Division 1 Open,Silver D,2,Single game,KSU D1 vs UB D1,KSU D1 Open A,UB D1 Open A,UB D1 Open A,17,21,,,,,Connar Kloehn,Parker McKinney,Evan Leatherbarrow,George Reagan
Pool Play,Division 1 Open,Silver D,2,Single game,KSU D1 vs UB D1,KSU D1 Open B,UB D1 Open B,UB D1 Open B,15,21,,,,,Jake Kelley,Parker Smith,Alden Nash,Camillo Cruz
Pool Play,Division 1 Open,Silver D,2,Single game,KSU D1 vs UB D1,KSU D1 Open C,UB D1 Open C,UB D1 Open C,17,21,,,,,Collin Ireland,Lane Morris,Izak Krajeski,Mason Hansen
Pool Play,Division 1 Open,Silver D,2,Single game,KSU D1 vs UB D1,KSU D1 Coed,UB D1 Coed,KSU D1 Coed,21,13,,,,,Austin Niles,Leah Freeman,Coralys Desarden,Jamie Sullivan
Pool Play,Division 1 Women's,Silver D,2,Single game,KSU D1 vs UB D1,KSU D1 Women's,UB D1 Women's,KSU D1 Women's,21,6,,,,,Ava Holtz,Ellie Bennett,Autumn Ragonese,Caroline Dexter
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs KSU D1,NC State D1 Open A,KSU D1 Open A,NC State D1 Open A,21,7,,,,,john buchanan,nathan benjiman,Connar Kloehn,Parker McKinney
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs KSU D1,NC State D1 Open B,KSU D1 Open B,NC State D1 Open B,21,10,,,,,jonah walker,Aaron Simpson,Jake Kelley,Parker Smith
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs KSU D1,NC State D1 Open C,KSU D1 Open C,NC State D1 Open C,21,16,,,,,Vaughn gooding,eli mosley,Collin Ireland,Lane Morris
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs KSU D1,NC State D1 Coed,KSU D1 Coed,KSU D1 Coed,15,21,,,,,Alex DuBois,jadyn steele,Austin Niles,Leah Freeman
Pool Play,Division 1 Women's,Silver D,2,Single game,NC State D1 vs KSU D1,NC State D1 Women's,KSU D1 Women's,NC State D1 Women's,21,12,,,,,laura zachar,rosie craven,Ava Holtz,Ellie Bennett
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs UNC Wilmington D1,NC State D1 Open A,UNC Wilmington D1 Open A,UNC Wilmington D1 Open A,20,22,,,,,john buchanan,nathan benjiman,Jake Dooley,Noah Kopetic
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs UNC Wilmington D1,NC State D1 Open B,UNC Wilmington D1 Open B,UNC Wilmington D1 Open B,19,21,,,,,jonah walker,Aaron Simpson,Polk Denmark,Sam Weber
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs UNC Wilmington D1,NC State D1 Open C,UNC Wilmington D1 Open C,NC State D1 Open C,21,17,,,,,Vaughn gooding,eli mosley,Michael Creedon,Zack Glew
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs UNC Wilmington D1,NC State D1 Coed,UNC Wilmington D1 Coed,NC State D1 Coed,21,6,,,,,Alex DuBois,jadyn steele,Claire Schnee,Jason Lyons
Pool Play,Division 1 Women's,Silver D,2,Single game,NC State D1 vs UNC Wilmington D1,NC State D1 Women's,UNC Wilmington D1 Women's,NC State D1 Women's,21,6,,,,,laura zachar,rosie craven,Julie Gibbs,Tristen Rogers
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs UB D1,NC State D1 Open A,UB D1 Open A,NC State D1 Open A,24,22,,,,,john buchanan,nathan benjiman,Evan Leatherbarrow,George Reagan
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs UB D1,NC State D1 Open B,UB D1 Open B,UB D1 Open B,19,21,,,,,jonah walker,Aaron Simpson,Alden Nash,Camillo Cruz
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs UB D1,NC State D1 Open C,UB D1 Open C,NC State D1 Open C,21,19,,,,,Vaughn gooding,eli mosley,Izak Krajeski,Mason Hansen
Pool Play,Division 1 Open,Silver D,2,Single game,NC State D1 vs UB D1,NC State D1 Coed,UB D1 Coed,NC State D1 Coed,21,4,,,,,Alex DuBois,jadyn steele,Coralys Desarden,Jamie Sullivan
Pool Play,Division 1 Women's,Silver D,2,Single game,NC State D1 vs UB D1,NC State D1 Women's,UB D1 Women's,NC State D1 Women's,21,4,,,,,laura zachar,rosie craven,Autumn Ragonese,Caroline Dexter
Pool Play,Division 1 Open,Silver D,2,Single game,Liberty D1 vs UB D1,Liberty D1 Open A,UB D1 Open A,Liberty D1 Open A,21,18,,,,,Ethan Davis,Jacob Summers,Evan Leatherbarrow,George Reagan
Pool Play,Division 1 Open,Silver D,2,Single game,Liberty D1 vs UB D1,Liberty D1 Open B,UB D1 Open B,Liberty D1 Open B,21,11,,,,,Josh Puffenberger,Tim G.,Alden Nash,Camillo Cruz
Pool Play,Division 1 Open,Silver D,2,Single game,Liberty D1 vs UB D1,Liberty D1 Open C,UB D1 Open C,Liberty D1 Open C,21,17,,,,,Daniel Porter,Isaac Haynes,Izak Krajeski,Mason Hansen
Pool Play,Division 1 Open,Silver D,2,Single game,Liberty D1 vs UB D1,Liberty D1 Coed,UB D1 Coed,Liberty D1 Coed,21,7,,,,,JP Hoheisel,Seth Stokarski,Coralys Desarden,Jamie Sullivan
Pool Play,Division 1 Women's,Silver D,2,Single game,Liberty D1 vs UB D1,Liberty D1 Women's,UB D1 Women's,Liberty D1 Women's,21,6,,,,,Becca Tussi,Jo Malone,Autumn Ragonese,Caroline Dexter
Pool Play,Division 1 Open,Gold A,2,Single game,Penn State D1 Blue vs UConn D1,Penn State D1 Blue Open A,UConn D1 Open A,Penn State D1 Blue Open A,21,10,,,,,Jake Hurst,Matthew Mesaros,Matthew Tiongko,Sam Panek
Pool Play,Division 1 Open,Gold A,2,Single game,Penn State D1 Blue vs UConn D1,Penn State D1 Blue Open B,UConn D1 Open B,Penn State D1 Blue Open B,21,12,,,,,JT Mankowich,Michael Moniz,Scotty McCabe,Vince Hackl
Pool Play,Division 1 Open,Gold A,2,Single game,Penn State D1 Blue vs UConn D1,Penn State D1 Blue Open C,UConn D1 Open C,Penn State D1 Blue Open C,21,17,,,,,Diego Lopez,Kade Kulpinski,Jacob Lamontagne,Sreesai Katiki
Pool Play,Division 1 Open,Gold A,2,Single game,Penn State D1 Blue vs UConn D1,Penn State D1 Blue Coed,UConn D1 Coed,Penn State D1 Blue Coed,23,21,,,,,Evangelia Hahalis,Zach Young,Noah Malewicki,Sabine Lucas
Pool Play,Division 1 Women's,Gold A,2,Single game,Penn State D1 Blue vs UConn D1,Penn State D1 Blue Women's,UConn D1 Women's,UConn D1 Women's,20,22,,,,,Adrianna Vargas,Alaina Althouse,Aisling,Samantha Wilkins
Pool Play,Division 1 Open,Gold A,2,Single game,Michigan State D1 vs UConn D1,Michigan State D1 Open A,UConn D1 Open A,Michigan State D1 Open A,21,16,,,,,Jack Drouare,Korbin Thompson,Matthew Tiongko,Sam Panek
Pool Play,Division 1 Open,Gold A,2,Single game,Michigan State D1 vs UConn D1,Michigan State D1 Open B,UConn D1 Open B,Michigan State D1 Open B,21,15,,,,,Weston Motloch,Zach Mazzuchi,Scotty McCabe,Vince Hackl
Pool Play,Division 1 Open,Gold A,2,Single game,Michigan State D1 vs UConn D1,Michigan State D1 Open C,UConn D1 Open C,Michigan State D1 Open C,21,17,,,,,Jacob Purser,Nathan Warner,Jacob Lamontagne,Sreesai Katiki
Pool Play,Division 1 Open,Gold A,2,Single game,Michigan State D1 vs UConn D1,Michigan State D1 Coed,UConn D1 Coed,UConn D1 Coed,17,21,,,,,Caleb Rellis,Emily Lubahn,Noah Malewicki,Sabine Lucas
Pool Play,Division 1 Women's,Gold A,2,Single game,Michigan State D1 vs UConn D1,Michigan State D1 Women's,UConn D1 Women's,Michigan State D1 Women's,21,14,,,,,Katie Hansen,Natalie Hansen,Aisling,Samantha Wilkins
Pool Play,Division 1 Open,Gold A,2,Single game,Penn State D1 Blue vs Michigan State D1,Penn State D1 Blue Open A,Michigan State D1 Open A,Michigan State D1 Open A,19,21,,,,,Jake Hurst,Matthew Mesaros,Jack Drouare,Korbin Thompson
Pool Play,Division 1 Open,Gold A,2,Single game,Penn State D1 Blue vs Michigan State D1,Penn State D1 Blue Open B,Michigan State D1 Open B,Penn State D1 Blue Open B,21,8,,,,,JT Mankowich,Michael Moniz,Weston Motloch,Zach Mazzuchi
Pool Play,Division 1 Open,Gold A,2,Single game,Penn State D1 Blue vs Michigan State D1,Penn State D1 Blue Open C,Michigan State D1 Open C,Penn State D1 Blue Open C,21,16,,,,,Diego Lopez,Kade Kulpinski,Jacob Purser,Nathan Warner
Pool Play,Division 1 Open,Gold A,2,Single game,Penn State D1 Blue vs Michigan State D1,Penn State D1 Blue Coed,Michigan State D1 Coed,Penn State D1 Blue Coed,21,14,,,,,Evangelia Hahalis,Zach Young,Caleb Rellis,Emily Lubahn
Pool Play,Division 1 Women's,Gold A,2,Single game,Penn State D1 Blue vs Michigan State D1,Penn State D1 Blue Women's,Michigan State D1 Women's,Penn State D1 Blue Women's,21,14,,,,,Adrianna Vargas,Alaina Althouse,Katie Hansen,Natalie Hansen
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs UConn D1,NEU D1 Open A,UConn D1 Open A,NEU D1 Open A,21,4,,,,,Andrew Nee,sam diani,Matthew Tiongko,Sam Panek
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs UConn D1,NEU D1 Open B,UConn D1 Open B,NEU D1 Open B,21,5,,,,,Jackson Biggs,Mitchell Whelan,Scotty McCabe,Vince Hackl
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs UConn D1,NEU D1 Open C,UConn D1 Open C,NEU D1 Open C,21,12,,,,,Aidan Sprouls,Tim Matten,Jacob Lamontagne,Sreesai Katiki
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs UConn D1,NEU D1 Coed,UConn D1 Coed,NEU D1 Coed,21,14,,,,,Abigale Lamontagne,Matt Wallach,Noah Malewicki,Sabine Lucas
Pool Play,Division 1 Women's,Gold A,2,Single game,NEU D1 vs UConn D1,NEU D1 Women's,UConn D1 Women's,NEU D1 Women's,21,17,,,,,Lia Maag,Malia Wanderer,Aisling,Samantha Wilkins
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs Penn State D1 Blue,NEU D1 Open A,Penn State D1 Blue Open A,NEU D1 Open A,21,18,,,,,Andrew Nee,sam diani,Jake Hurst,Matthew Mesaros
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs Penn State D1 Blue,NEU D1 Open B,Penn State D1 Blue Open B,NEU D1 Open B,21,16,,,,,Jackson Biggs,Mitchell Whelan,JT Mankowich,Michael Moniz
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs Penn State D1 Blue,NEU D1 Open C,Penn State D1 Blue Open C,NEU D1 Open C,21,13,,,,,Aidan Sprouls,Tim Matten,Diego Lopez,Kade Kulpinski
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs Penn State D1 Blue,NEU D1 Coed,Penn State D1 Blue Coed,NEU D1 Coed,21,2,,,,,Abigale Lamontagne,Matt Wallach,Evangelia Hahalis,Zach Young
Pool Play,Division 1 Women's,Gold A,2,Single game,NEU D1 vs Penn State D1 Blue,NEU D1 Women's,Penn State D1 Blue Women's,NEU D1 Women's,21,9,,,,,Lia Maag,Malia Wanderer,Adrianna Vargas,Alaina Althouse
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs Michigan State D1,NEU D1 Open A,Michigan State D1 Open A,NEU D1 Open A,21,11,,,,,Andrew Nee,sam diani,Jack Drouare,Korbin Thompson
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs Michigan State D1,NEU D1 Open B,Michigan State D1 Open B,NEU D1 Open B,21,10,,,,,Jackson Biggs,Mitchell Whelan,Weston Motloch,Zach Mazzuchi
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs Michigan State D1,NEU D1 Open C,Michigan State D1 Open C,NEU D1 Open C,21,17,,,,,Aidan Sprouls,Tim Matten,Jacob Purser,Nathan Warner
Pool Play,Division 1 Open,Gold A,2,Single game,NEU D1 vs Michigan State D1,NEU D1 Coed,Michigan State D1 Coed,NEU D1 Coed,21,4,,,,,Abigale Lamontagne,Matt Wallach,Caleb Rellis,Emily Lubahn
Pool Play,Division 1 Women's,Gold A,2,Single game,NEU D1 vs Michigan State D1,NEU D1 Women's,Michigan State D1 Women's,NEU D1 Women's,21,8,,,,,Lia Maag,Malia Wanderer,Katie Hansen,Natalie Hansen
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs UGA Black,Cal Poly D1 Open A,UGA Black Open A,Cal Poly D1 Open A,21,16,,,,,Eli Wortman,Jake Woolley,Andrew Yancey,Peyton Stack
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs UGA Black,Cal Poly D1 Open B,UGA Black Open B,Cal Poly D1 Open B,21,15,,,,,Calvin Chang,Reece Greer,Isaac Mixon,Nate Von Der Sitt
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs UGA Black,Cal Poly D1 Open C,UGA Black Open C,Cal Poly D1 Open C,21,16,,,,,Aiden edwards,Gabriel Rouse,Jeremy Lee,Luke Nettles
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs UGA Black,Cal Poly D1 Coed,UGA Black Coed,Cal Poly D1 Coed,22,20,,,,,Alex Veron,Theo Maiorca,Braedan Thomas,Kirra Diaz
Pool Play,Division 1 Women's,Gold B,2,Single game,Cal Poly D1 vs UGA Black,Cal Poly D1 Women's,UGA Black Women's,UGA Black Women's,15,21,,,,,Kaiya endo,Lauren Eckert,Mckenna Mckean,Savannah Obert
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs Virginia Tech D1,Cal Poly D1 Open A,Virginia Tech D1 Open A,Cal Poly D1 Open A,21,14,,,,,Eli Wortman,Jake Woolley,Jaxon Gonzalez,Jon Esposo
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs Virginia Tech D1,Cal Poly D1 Open B,Virginia Tech D1 Open B,Cal Poly D1 Open B,21,13,,,,,Calvin Chang,Reece Greer,Dylan DiDona,Porter DuHadway
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs Virginia Tech D1,Cal Poly D1 Open C,Virginia Tech D1 Open C,Cal Poly D1 Open C,21,19,,,,,Aiden edwards,Gabriel Rouse,Ben Epps,Owen Stuckman
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs Virginia Tech D1,Cal Poly D1 Coed,Virginia Tech D1 Coed,Cal Poly D1 Coed,21,17,,,,,Alex Veron,Theo Maiorca,Drew Keely,Katheleen Phan
Pool Play,Division 1 Women's,Gold B,2,Single game,Cal Poly D1 vs Virginia Tech D1,Cal Poly D1 Women's,Virginia Tech D1 Women's,Virginia Tech D1 Women's,12,21,,,,,Kaiya endo,Lauren Eckert,Ashley Hunt,Elly Kuzma
Pool Play,Division 1 Open,Gold B,2,Single game,UGA Black vs VCU D1,UGA Black Open A,VCU D1 Open A,UGA Black Open A,21,8,,,,,Andrew Yancey,Peyton Stack,Brock Lodato,Sean Santos
Pool Play,Division 1 Open,Gold B,2,Single game,UGA Black vs VCU D1,UGA Black Open B,VCU D1 Open B,UGA Black Open B,21,18,,,,,Isaac Mixon,Nate Von Der Sitt,Owen Wallace,Ryland Holdren
Pool Play,Division 1 Open,Gold B,2,Single game,UGA Black vs VCU D1,UGA Black Open C,VCU D1 Open C,UGA Black Open C,21,10,,,,,Jeremy Lee,Luke Nettles,Sebastian Grant,Zachary Small
Pool Play,Division 1 Open,Gold B,2,Single game,UGA Black vs VCU D1,UGA Black Coed,VCU D1 Coed,UGA Black Coed,21,9,,,,,Braedan Thomas,Kirra Diaz,Jyneece Conway-Layman,Nathaniel Hughes
Pool Play,Division 1 Women's,Gold B,2,Single game,UGA Black vs VCU D1,UGA Black Women's,VCU D1 Women's,UGA Black Women's,21,11,,,,,Mckenna Mckean,Savannah Obert,Bel Belvedere,Lauren Viado
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs VCU D1,Cal Poly D1 Open A,VCU D1 Open A,Cal Poly D1 Open A,21,13,,,,,Eli Wortman,Jake Woolley,Brock Lodato,Sean Santos
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs VCU D1,Cal Poly D1 Open B,VCU D1 Open B,Cal Poly D1 Open B,21,12,,,,,Calvin Chang,Reece Greer,Owen Wallace,Ryland Holdren
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs VCU D1,Cal Poly D1 Open C,VCU D1 Open C,Cal Poly D1 Open C,21,13,,,,,Aiden edwards,Gabriel Rouse,Sebastian Grant,Zachary Small
Pool Play,Division 1 Open,Gold B,2,Single game,Cal Poly D1 vs VCU D1,Cal Poly D1 Coed,VCU D1 Coed,Cal Poly D1 Coed,21,7,,,,,Alex Veron,Theo Maiorca,Jyneece Conway-Layman,Nathaniel Hughes
Pool Play,Division 1 Women's,Gold B,2,Single game,Cal Poly D1 vs VCU D1,Cal Poly D1 Women's,VCU D1 Women's,VCU D1 Women's,5,21,,,,,Kaiya endo,Lauren Eckert,Bel Belvedere,Lauren Viado
Pool Play,Division 1 Open,Gold B,2,Single game,UGA Black vs Virginia Tech D1,UGA Black Open A,Virginia Tech D1 Open A,UGA Black Open A,21,19,,,,,Andrew Yancey,Peyton Stack,Jaxon Gonzalez,Jon Esposo
Pool Play,Division 1 Open,Gold B,2,Single game,UGA Black vs Virginia Tech D1,UGA Black Open B,Virginia Tech D1 Open B,UGA Black Open B,21,13,,,,,Isaac Mixon,Nate Von Der Sitt,Dylan DiDona,Porter DuHadway
Pool Play,Division 1 Open,Gold B,2,Single game,UGA Black vs Virginia Tech D1,UGA Black Open C,Virginia Tech D1 Open C,UGA Black Open C,21,19,,,,,Jeremy Lee,Luke Nettles,Ben Epps,Owen Stuckman
Pool Play,Division 1 Open,Gold B,2,Single game,UGA Black vs Virginia Tech D1,UGA Black Coed,Virginia Tech D1 Coed,Virginia Tech D1 Coed,17,21,,,,,Braedan Thomas,Kirra Diaz,Drew Keely,Katheleen Phan
Pool Play,Division 1 Women's,Gold B,2,Single game,UGA Black vs Virginia Tech D1,UGA Black Women's,Virginia Tech D1 Women's,UGA Black Women's,21,12,,,,,Mckenna Mckean,Savannah Obert,Ashley Hunt,Elly Kuzma
Pool Play,Division 1 Open,Gold B,2,Single game,Virginia Tech D1 vs VCU D1,Virginia Tech D1 Open A,VCU D1 Open A,Virginia Tech D1 Open A,21,9,,,,,Jaxon Gonzalez,Jon Esposo,Brock Lodato,Sean Santos
Pool Play,Division 1 Open,Gold B,2,Single game,Virginia Tech D1 vs VCU D1,Virginia Tech D1 Open B,VCU D1 Open B,VCU D1 Open B,8,21,,,,,Dylan DiDona,Porter DuHadway,Owen Wallace,Ryland Holdren
Pool Play,Division 1 Open,Gold B,2,Single game,Virginia Tech D1 vs VCU D1,Virginia Tech D1 Open C,VCU D1 Open C,Virginia Tech D1 Open C,21,19,,,,,Ben Epps,Owen Stuckman,Sebastian Grant,Zachary Small
Pool Play,Division 1 Open,Gold B,2,Single game,Virginia Tech D1 vs VCU D1,Virginia Tech D1 Coed,VCU D1 Coed,Virginia Tech D1 Coed,21,17,,,,,Drew Keely,Katheleen Phan,Jyneece Conway-Layman,Nathaniel Hughes
Pool Play,Division 1 Women's,Gold B,2,Single game,Virginia Tech D1 vs VCU D1,Virginia Tech D1 Women's,VCU D1 Women's,VCU D1 Women's,15,21,,,,,Ashley Hunt,Elly Kuzma,Bel Belvedere,Lauren Viado
Playoff Bracket,Division 1 Open,Bracket B,P5: Semi-final,Best of 3,Purdue D1 vs UNC Wilmington D1,Purdue D1 Open A,UNC Wilmington D1 Open A,,,,,,,,Henry Cheung,Will,Jake Dooley,Noah Kopetic
Playoff Bracket,Division 1 Open,Bracket B,P5: Semi-final,Best of 3,Purdue D1 vs UNC Wilmington D1,Purdue D1 Open B,UNC Wilmington D1 Open B,,,,,,,,Kishore,Prathik Iyengar,Polk Denmark,Sam Weber
Playoff Bracket,Division 1 Open,Bracket B,P5: Semi-final,Best of 3,Purdue D1 vs UNC Wilmington D1,Purdue D1 Open C,UNC Wilmington D1 Open C,,,,,,,,Thomas Saia,Zach Miles,Michael Creedon,Zack Glew
Playoff Bracket,Division 1 Open,Bracket B,P5: Semi-final,Best of 3,Purdue D1 vs UNC Wilmington D1,Purdue D1 Coed,UNC Wilmington D1 Coed,,,,,,,,Josh Eliott,Megan Cereno,Claire Schnee,Jason Lyons
Playoff Bracket,Division 1 Women's,Bracket B,P5: Semi-final,Best of 3,Purdue D1 vs UNC Wilmington D1,Purdue D1 Women's,UNC Wilmington D1 Women's,,,,,,,,Anna Grube,Han Burgess,Julie Gibbs,Tristen Rogers
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,Liberty D1 vs Purdue D1,Liberty D1 Open A,Purdue D1 Open A,Liberty D1 Open A,21,14,21,15,,,Ethan Davis,Jacob Summers,Henry Cheung,Will
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,Liberty D1 vs Purdue D1,Liberty D1 Open B,Purdue D1 Open B,Liberty D1 Open B,21,13,21,11,,,Josh Puffenberger,Tim G.,Kishore,Prathik Iyengar
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,Liberty D1 vs Purdue D1,Liberty D1 Open C,Purdue D1 Open C,Liberty D1 Open C,21,11,21,13,,,Daniel Porter,Isaac Haynes,Thomas Saia,Zach Miles
Playoff Bracket,Division 1 Open,Bracket B,Quarter-final,Best of 3,Liberty D1 vs Purdue D1,Liberty D1 Coed,Purdue D1 Coed,Liberty D1 Coed,21,16,21,18,,,JP Hoheisel,Seth Stokarski,Josh Eliott,Megan Cereno
Playoff Bracket,Division 1 Women's,Bracket B,Quarter-final,Best of 3,Liberty D1 vs Purdue D1,Liberty D1 Women's,Purdue D1 Women's,Liberty D1 Women's,21,16,21,18,,,Becca Tussi,Jo Malone,Anna Grube,Han Burgess
Playoff Bracket,Division 1 Open,Bracket B,P3: Final,Best of 3,Tufts D1 vs KSU D1,Tufts D1 Open A,KSU D1 Open A,Tufts D1 Open A,21,14,,,,,Benjamin Westphal,Jake Stoller,Connar Kloehn,Parker McKinney
Playoff Bracket,Division 1 Open,Bracket B,P3: Final,Best of 3,Tufts D1 vs KSU D1,Tufts D1 Open B,KSU D1 Open B,Tufts D1 Open B,21,19,,,,,Bassil Chughtai,Mark Fedio,Jake Kelley,Parker Smith
Playoff Bracket,Division 1 Open,Bracket B,P3: Final,Best of 3,Tufts D1 vs KSU D1,Tufts D1 Open C,KSU D1 Open C,KSU D1 Open C,14,21,,,,,Freddy Kniker,Nathaniel Page,Collin Ireland,Lane Morris
Playoff Bracket,Division 1 Open,Bracket B,P3: Final,Best of 3,Tufts D1 vs KSU D1,Tufts D1 Coed,KSU D1 Coed,KSU D1 Coed,11,21,,,,,Dylan Block,Dylan Duda,Austin Niles,Leah Freeman
Playoff Bracket,Division 1 Women's,Bracket B,P3: Final,Best of 3,Tufts D1 vs KSU D1,Tufts D1 Women's,KSU D1 Women's,Tufts D1 Women's,21,6,,,,,Abigail Bayog,Adele Beamer,Ava Holtz,Ellie Bennett
Playoff Bracket,Division 1 Open,Bracket A,P3: Final,Best of 3,Penn State D1 Blue vs UGA Black,Penn State D1 Blue Open A,UGA Black Open A,UGA Black Open A,19,21,21,18,16,21,Jake Hurst,Matthew Mesaros,Andrew Yancey,Peyton Stack
Playoff Bracket,Division 1 Open,Bracket A,P3: Final,Best of 3,Penn State D1 Blue vs UGA Black,Penn State D1 Blue Open B,UGA Black Open B,Penn State D1 Blue Open B,24,26,21,18,22,20,JT Mankowich,Michael Moniz,Isaac Mixon,Nate Von Der Sitt
Playoff Bracket,Division 1 Open,Bracket A,P3: Final,Best of 3,Penn State D1 Blue vs UGA Black,Penn State D1 Blue Open C,UGA Black Open C,Penn State D1 Blue Open C,19,21,21,12,21,15,Diego Lopez,Kade Kulpinski,Jeremy Lee,Luke Nettles
Playoff Bracket,Division 1 Open,Bracket A,P3: Final,Best of 3,Penn State D1 Blue vs UGA Black,Penn State D1 Blue Coed,UGA Black Coed,Penn State D1 Blue Coed,22,20,16,21,21,12,Evangelia Hahalis,Zach Young,Braedan Thomas,Kirra Diaz
Playoff Bracket,Division 1 Women's,Bracket A,P3: Final,Best of 3,Penn State D1 Blue vs UGA Black,Penn State D1 Blue Women's,UGA Black Women's,UGA Black Women's,10,21,21,19,7,21,Adrianna Vargas,Alaina Althouse,Mckenna Mckean,Savannah Obert
Playoff Bracket,Division 1 Open,Bracket A,P9: Final,Best of 3,UConn D1 vs Clemson,UConn D1 Open A,Clemson Open A,Clemson Open A,14,21,,,,,Matthew Tiongko,Sam Panek,Eric Baldwin,Shrey Parihk
Playoff Bracket,Division 1 Open,Bracket A,P9: Final,Best of 3,UConn D1 vs Clemson,UConn D1 Open B,Clemson Open B,UConn D1 Open B,21,17,,,,,Scotty McCabe,Vince Hackl,Danny Titherington,Kade Janikula
Playoff Bracket,Division 1 Open,Bracket A,P9: Final,Best of 3,UConn D1 vs Clemson,UConn D1 Open C,Clemson Open C,UConn D1 Open C,21,11,,,,,Jacob Lamontagne,Sreesai Katiki,Austin Smith,Sullivan McGillis
Playoff Bracket,Division 1 Open,Bracket A,P9: Final,Best of 3,UConn D1 vs Clemson,UConn D1 Coed,Clemson Coed,UConn D1 Coed,21,7,,,,,Noah Malewicki,Sabine Lucas,Anthony Schenk,Maddie Huffstetler
Playoff Bracket,Division 1 Women's,Bracket A,P9: Final,Best of 3,UConn D1 vs Clemson,UConn D1 Women's,Clemson Women's,UConn D1 Women's,21,3,,,,,Aisling,Samantha Wilkins,Rachael Notch,Summer Kowalski
Playoff Bracket,Division 1 Open,Bracket A,P5: Semi-final,Best of 3,Virginia Tech D1 vs NC State D1,Virginia Tech D1 Open A,NC State D1 Open A,Virginia Tech D1 Open A,21,15,21,14,,,Jaxon Gonzalez,Jon Esposo,john buchanan,nathan benjiman
Playoff Bracket,Division 1 Open,Bracket A,P5: Semi-final,Best of 3,Virginia Tech D1 vs NC State D1,Virginia Tech D1 Open B,NC State D1 Open B,NC State D1 Open B,21,12,19,21,19,21,Dylan DiDona,Porter DuHadway,jonah walker,Aaron Simpson
