Ä,Division,Group/Bracket,Round,Match format,Squad,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Pool Play,Division 2 Open,Pool B,1,Single game,Montana State D2 vs NC State D2 Red,Montana State D2 Coed,NC State D2 Red Coed,NC State D2 Red Coed,11,21,,,,,Frank Calandrella,Rachel Wang,Carly Yates,evan gry
Pool Play,Division 2 Open,Pool B,1,Single game,Penn State D2 Blue vs Montana State D2,Penn State D2 Blue Open A,Montana State D2 Open A,Penn State D2 Blue Open A,21,8,,,,,Logan Darby,Peter Lanza,Cole Matas,sam Russo
Pool Play,Division 2 Open,Pool B,1,Single game,Penn State D2 Blue vs Montana State D2,Penn State D2 Blue Open B,Montana State D2 Open B,Penn State D2 Blue Open B,21,10,,,,,Kaden Gratton,Ryan Shantz,Caleb Osborn,Chris Gritzmaker
Pool Play,Division 2 Open,Pool B,1,Single game,Penn State D2 Blue vs Montana State D2,Penn State D2 Blue Coed,Montana State D2 Coed,Montana State D2 Coed,22,24,,,,,Jimmy Pollock,Leah Petrore,Frank Calandrella,Rachel Wang
Pool Play,Division 2 Open,Pool B,1,Single game,Penn State D2 Blue vs NC State D2 Red,Penn State D2 Blue Open A,NC State D2 Red Open A,Penn State D2 Blue Open A,21,12,,,,,Logan Darby,Peter Lanza,gray calaway,grayson lloyd
Pool Play,Division 2 Open,Pool B,1,Single game,Penn State D2 Blue vs NC State D2 Red,Penn State D2 Blue Open B,NC State D2 Red Open B,Penn State D2 Blue Open B,21,8,,,,,Kaden Gratton,Ryan Shantz,camden lee,Dale Leibee
Pool Play,Division 2 Open,Pool B,1,Single game,Penn State D2 Blue vs NC State D2 Red,Penn State D2 Blue Coed,NC State D2 Red Coed,Penn State D2 Blue Coed,21,19,,,,,Jimmy Pollock,Leah Petrore,Carly Yates,evan gry
Pool Play,Division 2 Open,Pool C,1,Single game,UGA Red vs UConn D2,UGA Red Open A,UConn D2 Open A,UGA Red Open A,21,7,,,,,Joseph Gibson,Zeke Beckford,Brian Rooney,Jack Mallett
Pool Play,Division 2 Open,Pool C,1,Single game,UGA Red vs UConn D2,UGA Red Open B,UConn D2 Open B,UGA Red Open B,21,11,,,,,Carson Kurdys,Jake Bohn,Cameron LoPiccolo,Lydia Andusko
Pool Play,Division 2 Open,Pool C,1,Single game,UGA Red vs UConn D2,UGA Red Coed,UConn D2 Coed,UConn D2 Coed,13,21,,,,,Lindsay Parkes,Michael Sweeney,Patrick McEwen,Shea Hanna
Pool Play,Division 2 Open,Pool C,1,Single game,UCI D2 vs UConn D2,UCI D2 Open A,UConn D2 Open A,UCI D2 Open A,21,5,,,,,Ally Chou,Hunter Koth,Brian Rooney,Jack Mallett
Pool Play,Division 2 Open,Pool C,1,Single game,UCI D2 vs UConn D2,UCI D2 Open B,UConn D2 Open B,UCI D2 Open B,21,4,,,,,Hongyi Zhu,Noah Tan,Cameron LoPiccolo,Lydia Andusko
Pool Play,Division 2 Open,Pool C,1,Single game,UCI D2 vs UConn D2,UCI D2 Coed,UConn D2 Coed,UConn D2 Coed,21,23,,,,,Jonathan Leung,Thomas Chen,Patrick McEwen,Shea Hanna
Pool Play,Division 2 Open,Pool C,1,Single game,UCI D2 vs UGA Red,UCI D2 Open A,UGA Red Open A,UCI D2 Open A,21,18,,,,,Ally Chou,Hunter Koth,Joseph Gibson,Zeke Beckford
Pool Play,Division 2 Open,Pool C,1,Single game,UCI D2 vs UGA Red,UCI D2 Open B,UGA Red Open B,UGA Red Open B,16,21,,,,,Hongyi Zhu,Noah Tan,Carson Kurdys,Jake Bohn
Pool Play,Division 2 Open,Pool C,1,Single game,UCI D2 vs UGA Red,UCI D2 Coed,UGA Red Coed,UGA Red Coed,18,21,,,,,Jonathan Leung,Thomas Chen,Lindsay Parkes,Michael Sweeney
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs NC State D2 Black,RIT D2 Open A,NC State D2 Black Open A,RIT D2 Open A,21,5,,,,,Riley Nassour,Sam Kautzman,Elijah Young,wesley boyce
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs NC State D2 Black,RIT D2 Open B,NC State D2 Black Open B,RIT D2 Open B,21,12,,,,,Cody Dale,Declan Brown,logan dubois,zac wall
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs NC State D2 Black,RIT D2 Coed,NC State D2 Black Coed,RIT D2 Coed,22,20,,,,,Evan Phillips,Katie Smith,cameron howell,Despina 
Pool Play,Division 2 Open,Pool D,1,Single game,KSU D2 vs NC State D2 Black,KSU D2 Open A,NC State D2 Black Open A,NC State D2 Black Open A,11,21,,,,,Jeremiah Delaney,Keegan Luisi Robinson,Elijah Young,wesley boyce
Pool Play,Division 2 Open,Pool D,1,Single game,KSU D2 vs NC State D2 Black,KSU D2 Open B,NC State D2 Black Open B,NC State D2 Black Open B,6,21,,,,,Derek Zochowski,Savir Rajpuri,logan dubois,zac wall
Pool Play,Division 2 Open,Pool D,1,Single game,KSU D2 vs NC State D2 Black,KSU D2 Coed,NC State D2 Black Coed,KSU D2 Coed,21,17,,,,,Lia Rodriguez,Tucker Bailey,cameron howell,Despina 
Pool Play,Division 2 Open,Pool D,1,Single game,Michigan State D2 vs NC State D2 Black,Michigan State D2 Open A,NC State D2 Black Open A,NC State D2 Black Open A,20,22,,,,,Nicholas Charles,Yanaq Quispe,Elijah Young,wesley boyce
Pool Play,Division 2 Open,Pool D,1,Single game,Michigan State D2 vs NC State D2 Black,Michigan State D2 Open B,NC State D2 Black Open B,NC State D2 Black Open B,9,21,,,,,Noah Miller,Nolan Bretzke,logan dubois,zac wall
Pool Play,Division 2 Open,Pool D,1,Single game,Michigan State D2 vs NC State D2 Black,Michigan State D2 Coed,NC State D2 Black Coed,Michigan State D2 Coed,21,9,,,,,Erin Lubahn,Parker Schuller,cameron howell,Despina 
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs Michigan State D2,RIT D2 Open A,Michigan State D2 Open A,RIT D2 Open A,21,15,,,,,Riley Nassour,Sam Kautzman,Nicholas Charles,Yanaq Quispe
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs Michigan State D2,RIT D2 Open B,Michigan State D2 Open B,RIT D2 Open B,21,11,,,,,Cody Dale,Declan Brown,Noah Miller,Nolan Bretzke
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs Michigan State D2,RIT D2 Coed,Michigan State D2 Coed,Michigan State D2 Coed,12,21,,,,,Evan Phillips,Katie Smith,Erin Lubahn,Parker Schuller
Pool Play,Division 2 Open,Pool D,1,Single game,Michigan State D2 vs KSU D2,Michigan State D2 Open A,KSU D2 Open A,Michigan State D2 Open A,21,8,,,,,Nicholas Charles,Yanaq Quispe,Jeremiah Delaney,Keegan Luisi Robinson
Pool Play,Division 2 Open,Pool D,1,Single game,Michigan State D2 vs KSU D2,Michigan State D2 Open B,KSU D2 Open B,Michigan State D2 Open B,21,14,,,,,Noah Miller,Nolan Bretzke,Derek Zochowski,Savir Rajpuri
Pool Play,Division 2 Open,Pool D,1,Single game,Michigan State D2 vs KSU D2,Michigan State D2 Coed,KSU D2 Coed,Michigan State D2 Coed,25,23,,,,,Erin Lubahn,Parker Schuller,Lia Rodriguez,Tucker Bailey
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs KSU D2,RIT D2 Open A,KSU D2 Open A,RIT D2 Open A,21,4,,,,,Riley Nassour,Sam Kautzman,Jeremiah Delaney,Keegan Luisi Robinson
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs KSU D2,RIT D2 Open B,KSU D2 Open B,RIT D2 Open B,21,5,,,,,Cody Dale,Declan Brown,Derek Zochowski,Savir Rajpuri
Pool Play,Division 2 Open,Pool D,1,Single game,RIT D2 vs KSU D2,RIT D2 Coed,KSU D2 Coed,KSU D2 Coed,21,23,,,,,Evan Phillips,Katie Smith,Lia Rodriguez,Tucker Bailey
Pool Play,Division 2 Open,Pool E,1,Single game,Pitt/Carnegie Mellon vs UGA White,Pitt/Carnegie Mellon Open A,UGA White Open A,Pitt/Carnegie Mellon Open A,21,3,,,,,Dorian Caporal,Dylan Noker,Jackson Smith,Trent Minton
Pool Play,Division 2 Open,Pool E,1,Single game,Pitt/Carnegie Mellon vs UGA White,Pitt/Carnegie Mellon Open B,UGA White Open B,Pitt/Carnegie Mellon Open B,21,1,,,,,Axel Helfand,Patrick Gillespie,Jack Whittemore,Paul Berrey
Pool Play,Division 2 Open,Pool E,1,Single game,Pitt/Carnegie Mellon vs UGA White,Pitt/Carnegie Mellon Coed,UGA White Coed,UGA White Coed,12,21,,,,,Nina Miller,Vince S.,Addyson Cobb,Noah Hite
Pool Play,Division 2 Open,Pool E,1,Single game,NEU D2 vs UGA White,NEU D2 Open A,UGA White Open A,NEU D2 Open A,21,12,,,,,Daniel Vogt,Sadie Beres,Jackson Smith,Trent Minton
Pool Play,Division 2 Open,Pool E,1,Single game,NEU D2 vs UGA White,NEU D2 Open B,UGA White Open B,NEU D2 Open B,21,9,,,,,Tyrus Kamenitzer,Xavier Grazado,Jack Whittemore,Paul Berrey
Pool Play,Division 2 Open,Pool E,1,Single game,NEU D2 vs UGA White,NEU D2 Coed,UGA White Coed,NEU D2 Coed,21,14,,,,,Ahmed Othman,Charlotte Sumner,Addyson Cobb,Noah Hite
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs UGA White,UTK A team (Open),UGA White Open A,UTK A team (Open),21,14,,,,,Cole Solomon,Eli Canon,Jackson Smith,Trent Minton
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs UGA White,UTK B team (Open),UGA White Open B,UTK B team (Open),21,11,,,,,Garret Chaffins,Omar Medina,Jack Whittemore,Paul Berrey
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs UGA White,UTK Mixed,UGA White Coed,UTK Mixed,21,13,,,,,Mia Quattrocki,Sean Caufield,Addyson Cobb,Noah Hite
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs NEU D2,UTK A team (Open),NEU D2 Open A,UTK A team (Open),21,15,,,,,Cole Solomon,Eli Canon,Daniel Vogt,Sadie Beres
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs NEU D2,UTK B team (Open),NEU D2 Open B,UTK B team (Open),21,16,,,,,Garret Chaffins,Omar Medina,Tyrus Kamenitzer,Xavier Grazado
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs NEU D2,UTK Mixed,NEU D2 Coed,UTK Mixed,21,13,,,,,Mia Quattrocki,Sean Caufield,Ahmed Othman,Charlotte Sumner
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs Pitt/Carnegie Mellon,UTK A team (Open),Pitt/Carnegie Mellon Open A,Pitt/Carnegie Mellon Open A,17,21,,,,,Cole Solomon,Eli Canon,Dorian Caporal,Dylan Noker
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs Pitt/Carnegie Mellon,UTK B team (Open),Pitt/Carnegie Mellon Open B,Pitt/Carnegie Mellon Open B,17,21,,,,,Garret Chaffins,Omar Medina,Axel Helfand,Patrick Gillespie
Pool Play,Division 2 Open,Pool E,1,Single game,UTK D2 vs Pitt/Carnegie Mellon,UTK Mixed,Pitt/Carnegie Mellon Coed,UTK Mixed,21,16,,,,,Mia Quattrocki,Sean Caufield,Nina Miller,Vince S.
Pool Play,Division 2 Open,Pool E,1,Single game,Pitt/Carnegie Mellon vs NEU D2,Pitt/Carnegie Mellon Open A,NEU D2 Open A,Pitt/Carnegie Mellon Open A,21,9,,,,,Dorian Caporal,Dylan Noker,Daniel Vogt,Sadie Beres
Pool Play,Division 2 Open,Pool E,1,Single game,Pitt/Carnegie Mellon vs NEU D2,Pitt/Carnegie Mellon Open B,NEU D2 Open B,Pitt/Carnegie Mellon Open B,21,12,,,,,Axel Helfand,Patrick Gillespie,Tyrus Kamenitzer,Xavier Grazado
Pool Play,Division 2 Open,Pool E,1,Single game,Pitt/Carnegie Mellon vs NEU D2,Pitt/Carnegie Mellon Coed,NEU D2 Coed,NEU D2 Coed,14,21,,,,,Nina Miller,Vince S.,Ahmed Othman,Charlotte Sumner
Pool Play,Division 2 Open,Gold C,2,Single game,NC State D2 Black vs Pitt/Carnegie Mellon,NC State D2 Black Open A,Pitt/Carnegie Mellon Open A,Pitt/Carnegie Mellon Open A,15,21,,,,,Elijah Young,wesley boyce,Dorian Caporal,Dylan Noker
Pool Play,Division 2 Open,Gold C,2,Single game,NC State D2 Black vs Pitt/Carnegie Mellon,NC State D2 Black Open B,Pitt/Carnegie Mellon Open B,Pitt/Carnegie Mellon Open B,18,21,,,,,logan dubois,zac wall,Axel Helfand,Patrick Gillespie
Pool Play,Division 2 Open,Gold C,2,Single game,NC State D2 Black vs Pitt/Carnegie Mellon,NC State D2 Black Coed,Pitt/Carnegie Mellon Coed,Pitt/Carnegie Mellon Coed,13,21,,,,,cameron howell,Despina ,Nina Miller,Vince S.
Pool Play,Division 2 Open,Gold C,2,Single game,RIT D2 vs Pitt/Carnegie Mellon,RIT D2 Open A,Pitt/Carnegie Mellon Open A,RIT D2 Open A,21,15,,,,,Riley Nassour,Sam Kautzman,Dorian Caporal,Dylan Noker
Pool Play,Division 2 Open,Gold C,2,Single game,RIT D2 vs Pitt/Carnegie Mellon,RIT D2 Open B,Pitt/Carnegie Mellon Open B,RIT D2 Open B,21,11,,,,,Cody Dale,Declan Brown,Axel Helfand,Patrick Gillespie
Pool Play,Division 2 Open,Gold C,2,Single game,RIT D2 vs Pitt/Carnegie Mellon,RIT D2 Coed,Pitt/Carnegie Mellon Coed,Pitt/Carnegie Mellon Coed,11,21,,,,,Evan Phillips,Katie Smith,Nina Miller,Vince S.
Pool Play,Division 2 Open,Gold C,2,Single game,RIT D2 vs NC State D2 Black,RIT D2 Open A,NC State D2 Black Open A,RIT D2 Open A,21,11,,,,,Riley Nassour,Sam Kautzman,Elijah Young,wesley boyce
Pool Play,Division 2 Open,Gold C,2,Single game,RIT D2 vs NC State D2 Black,RIT D2 Open B,NC State D2 Black Open B,RIT D2 Open B,21,9,,,,,Cody Dale,Declan Brown,logan dubois,zac wall
Pool Play,Division 2 Open,Gold C,2,Single game,RIT D2 vs NC State D2 Black,RIT D2 Coed,NC State D2 Black Coed,NC State D2 Black Coed,17,21,,,,,Evan Phillips,Katie Smith,cameron howell,Despina 
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs KSU D2,UMD D2 Open A,KSU D2 Open A,UMD D2 Open A,21,16,,,,,Soren,Thomas Ross,Jeremiah Delaney,Keegan Luisi Robinson
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs KSU D2,UMD D2 Open B,KSU D2 Open B,UMD D2 Open B,21,12,,,,,Joseph Vaisman,Ryan Cheriathundam,Derek Zochowski,Savir Rajpuri
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs KSU D2,UMD D2 Coed,KSU D2 Coed,KSU D2 Coed,12,21,,,,,Charles Labarge,Lily Rhudy,Lia Rodriguez,Tucker Bailey
Pool Play,Division 2 Open,Silver E,2,Single game,Michigan State D2 vs KSU D2,Michigan State D2 Open A,KSU D2 Open A,Michigan State D2 Open A,21,8,,,,,Nicholas Charles,Yanaq Quispe,Jeremiah Delaney,Keegan Luisi Robinson
Pool Play,Division 2 Open,Silver E,2,Single game,Michigan State D2 vs KSU D2,Michigan State D2 Open B,KSU D2 Open B,Michigan State D2 Open B,21,10,,,,,Noah Miller,Nolan Bretzke,Derek Zochowski,Savir Rajpuri
Pool Play,Division 2 Open,Silver E,2,Single game,Michigan State D2 vs KSU D2,Michigan State D2 Coed,KSU D2 Coed,Michigan State D2 Coed,21,10,,,,,Erin Lubahn,Parker Schuller,Lia Rodriguez,Tucker Bailey
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs NEU D2,UMD D2 Open A,NEU D2 Open A,UMD D2 Open A,21,15,,,,,Soren,Thomas Ross,Daniel Vogt,Sadie Beres
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs NEU D2,UMD D2 Open B,NEU D2 Open B,NEU D2 Open B,11,21,,,,,Joseph Vaisman,Ryan Cheriathundam,Tyrus Kamenitzer,Xavier Grazado
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs NEU D2,UMD D2 Coed,NEU D2 Coed,UMD D2 Coed,21,18,,,,,Charles Labarge,Lily Rhudy,Ahmed Othman,Charlotte Sumner
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs Michigan State D2,UMD D2 Open A,Michigan State D2 Open A,UMD D2 Open A,21,9,,,,,Soren,Thomas Ross,Nicholas Charles,Yanaq Quispe
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs Michigan State D2,UMD D2 Open B,Michigan State D2 Open B,Michigan State D2 Open B,7,21,,,,,Joseph Vaisman,Ryan Cheriathundam,Noah Miller,Nolan Bretzke
Pool Play,Division 2 Open,Silver E,2,Single game,UMD D2 vs Michigan State D2,UMD D2 Coed,Michigan State D2 Coed,Michigan State D2 Coed,5,21,,,,,Charles Labarge,Lily Rhudy,Erin Lubahn,Parker Schuller
Pool Play,Division 2 Open,Silver E,2,Single game,KSU D2 vs NEU D2,KSU D2 Open A,NEU D2 Open A,NEU D2 Open A,12,21,,,,,Jeremiah Delaney,Keegan Luisi Robinson,Daniel Vogt,Sadie Beres
Pool Play,Division 2 Open,Silver E,2,Single game,KSU D2 vs NEU D2,KSU D2 Open B,NEU D2 Open B,NEU D2 Open B,4,21,,,,,Derek Zochowski,Savir Rajpuri,Tyrus Kamenitzer,Xavier Grazado
Pool Play,Division 2 Open,Silver E,2,Single game,KSU D2 vs NEU D2,KSU D2 Coed,NEU D2 Coed,NEU D2 Coed,13,21,,,,,Lia Rodriguez,Tucker Bailey,Ahmed Othman,Charlotte Sumner
Pool Play,Division 2 Open,Silver E,2,Single game,Michigan State D2 vs NEU D2,Michigan State D2 Open A,NEU D2 Open A,NEU D2 Open A,16,21,,,,,Nicholas Charles,Yanaq Quispe,Daniel Vogt,Sadie Beres
Pool Play,Division 2 Open,Silver E,2,Single game,Michigan State D2 vs NEU D2,Michigan State D2 Open B,NEU D2 Open B,NEU D2 Open B,6,21,,,,,Noah Miller,Nolan Bretzke,Tyrus Kamenitzer,Xavier Grazado
Pool Play,Division 2 Open,Silver E,2,Single game,Michigan State D2 vs NEU D2,Michigan State D2 Coed,NEU D2 Coed,Michigan State D2 Coed,21,14,,,,,Erin Lubahn,Parker Schuller,Ahmed Othman,Charlotte Sumner
Pool Play,Division 2 Open,Gold A,2,Single game,UCI D2 vs UTK D2,UCI D2 Open A,UTK A team (Open),UTK A team (Open),19,21,,,,,Ally Chou,Hunter Koth,Cole Solomon,Eli Canon
Pool Play,Division 2 Open,Gold A,2,Single game,UCI D2 vs UTK D2,UCI D2 Open B,UTK B team (Open),UCI D2 Open B,21,18,,,,,Hongyi Zhu,Noah Tan,Garret Chaffins,Omar Medina
Pool Play,Division 2 Open,Gold A,2,Single game,UCI D2 vs UTK D2,UCI D2 Coed,UTK Mixed,UTK Mixed,15,21,,,,,Jonathan Leung,Thomas Chen,Mia Quattrocki,Sean Caufield
Pool Play,Division 2 Open,Gold A,2,Single game,Penn State D2 Blue vs UTK D2,Penn State D2 Blue Open A,UTK A team (Open),UTK A team (Open),15,21,,,,,Logan Darby,Peter Lanza,Cole Solomon,Eli Canon
Pool Play,Division 2 Open,Gold A,2,Single game,Penn State D2 Blue vs UTK D2,Penn State D2 Blue Open B,UTK B team (Open),Penn State D2 Blue Open B,21,14,,,,,Kaden Gratton,Ryan Shantz,Garret Chaffins,Omar Medina
Pool Play,Division 2 Open,Gold A,2,Single game,Penn State D2 Blue vs UTK D2,Penn State D2 Blue Coed,UTK Mixed,Penn State D2 Blue Coed,21,15,,,,,Jimmy Pollock,Leah Petrore,Mia Quattrocki,Sean Caufield
Pool Play,Division 2 Open,Gold A,2,Single game,Penn State D2 Blue vs UCI D2,Penn State D2 Blue Open A,UCI D2 Open A,UCI D2 Open A,16,21,,,,,Logan Darby,Peter Lanza,Ally Chou,Hunter Koth
Pool Play,Division 2 Open,Gold A,2,Single game,Penn State D2 Blue vs UCI D2,Penn State D2 Blue Open B,UCI D2 Open B,Penn State D2 Blue Open B,21,17,,,,,Kaden Gratton,Ryan Shantz,Hongyi Zhu,Noah Tan
Pool Play,Division 2 Open,Gold A,2,Single game,Penn State D2 Blue vs UCI D2,Penn State D2 Blue Coed,UCI D2 Coed,Penn State D2 Blue Coed,21,18,,,,,Jimmy Pollock,Leah Petrore,Jonathan Leung,Thomas Chen
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs NC State D2 Red,Montana State D2 Open A,NC State D2 Red Open A,Montana State D2 Open A,21,16,,,,,Cole Matas,sam Russo,gray calaway,grayson lloyd
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs NC State D2 Red,Montana State D2 Open B,NC State D2 Red Open B,NC State D2 Red Open B,19,21,,,,,Caleb Osborn,Chris Gritzmaker,camden lee,Dale Leibee
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs NC State D2 Red,Montana State D2 Coed,NC State D2 Red Coed,NC State D2 Red Coed,16,21,,,,,Frank Calandrella,Rachel Wang,Carly Yates,evan gry
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs UConn D2,Montana State D2 Open A,UConn D2 Open A,Montana State D2 Open A,25,23,,,,,Cole Matas,sam Russo,Brian Rooney,Jack Mallett
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs UConn D2,Montana State D2 Open B,UConn D2 Open B,UConn D2 Open B,19,21,,,,,Caleb Osborn,Chris Gritzmaker,Cameron LoPiccolo,Lydia Andusko
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs UConn D2,Montana State D2 Coed,UConn D2 Coed,Montana State D2 Coed,21,13,,,,,Frank Calandrella,Rachel Wang,Patrick McEwen,Shea Hanna
Pool Play,Division 2 Open,Silver D,2,Single game,NC State D2 Red vs UGA White,NC State D2 Red Open A,UGA White Open A,NC State D2 Red Open A,21,16,,,,,gray calaway,grayson lloyd,Jackson Smith,Trent Minton
Pool Play,Division 2 Open,Silver D,2,Single game,NC State D2 Red vs UGA White,NC State D2 Red Open B,UGA White Open B,NC State D2 Red Open B,21,15,,,,,camden lee,Dale Leibee,Jack Whittemore,Paul Berrey
Pool Play,Division 2 Open,Silver D,2,Single game,NC State D2 Red vs UGA White,NC State D2 Red Coed,UGA White Coed,NC State D2 Red Coed,21,13,,,,,Carly Yates,evan gry,Addyson Cobb,Noah Hite
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs UGA White,Montana State D2 Open A,UGA White Open A,UGA White Open A,19,21,,,,,Cole Matas,sam Russo,Jackson Smith,Trent Minton
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs UGA White,Montana State D2 Open B,UGA White Open B,UGA White Open B,16,21,,,,,Caleb Osborn,Chris Gritzmaker,Jack Whittemore,Paul Berrey
Pool Play,Division 2 Open,Silver D,2,Single game,Montana State D2 vs UGA White,Montana State D2 Coed,UGA White Coed,Montana State D2 Coed,21,14,,,,,Frank Calandrella,Rachel Wang,Addyson Cobb,Noah Hite
Pool Play,Division 2 Open,Silver D,2,Single game,NC State D2 Red vs UConn D2,NC State D2 Red Open A,UConn D2 Open A,UConn D2 Open A,14,21,,,,,gray calaway,grayson lloyd,Brian Rooney,Jack Mallett
Pool Play,Division 2 Open,Silver D,2,Single game,NC State D2 Red vs UConn D2,NC State D2 Red Open B,UConn D2 Open B,NC State D2 Red Open B,21,13,,,,,camden lee,Dale Leibee,Cameron LoPiccolo,Lydia Andusko
Pool Play,Division 2 Open,Silver D,2,Single game,NC State D2 Red vs UConn D2,NC State D2 Red Coed,UConn D2 Coed,NC State D2 Red Coed,21,18,,,,,Carly Yates,evan gry,Patrick McEwen,Shea Hanna
Pool Play,Division 2 Open,Silver D,2,Single game,UConn D2 vs UGA White,UConn D2 Open A,UGA White Open A,UConn D2 Open A,21,15,,,,,Brian Rooney,Jack Mallett,Jackson Smith,Trent Minton
Pool Play,Division 2 Open,Silver D,2,Single game,UConn D2 vs UGA White,UConn D2 Open B,UGA White Open B,UConn D2 Open B,21,17,,,,,Cameron LoPiccolo,Lydia Andusko,Jack Whittemore,Paul Berrey
Pool Play,Division 2 Open,Silver D,2,Single game,UConn D2 vs UGA White,UConn D2 Coed,UGA White Coed,UGA White Coed,20,22,,,,,Patrick McEwen,Shea Hanna,Addyson Cobb,Noah Hite
Pool Play,Division 2 Open,Gold B,2,Single game,Baylor vs NKU D2,Baylor Open A,NKU D2 A team (Open),Baylor Open A,21,5,,,,,Aidan Riley,Tyler Fernandez,Evan Talley,Logan Graham
Pool Play,Division 2 Open,Gold B,2,Single game,Baylor vs NKU D2,Baylor Open B,NKU D2 B team (Open),Baylor Open B,21,5,,,,,Micah Allin,Parker Hall,Jason Reid,Preston Winiger
Pool Play,Division 2 Open,Gold B,2,Single game,Baylor vs NKU D2,Baylor Coed,NKU D2 Mixed,Baylor Coed,21,15,,,,,Haleigh Manske,Jake Rasmussen,Connor Wallace,Kylie Anderson
Pool Play,Division 2 Open,Gold B,2,Single game,NKU D2 vs UGA Red,NKU D2 A team (Open),UGA Red Open A,NKU D2 A team (Open),21,18,,,,,Evan Talley,Logan Graham,Joseph Gibson,Zeke Beckford
Pool Play,Division 2 Open,Gold B,2,Single game,NKU D2 vs UGA Red,NKU D2 B team (Open),UGA Red Open B,UGA Red Open B,16,21,,,,,Jason Reid,Preston Winiger,Carson Kurdys,Jake Bohn
Pool Play,Division 2 Open,Gold B,2,Single game,NKU D2 vs UGA Red,NKU D2 Mixed,UGA Red Coed,UGA Red Coed,20,22,,,,,Connor Wallace,Kylie Anderson,Lindsay Parkes,Michael Sweeney
Pool Play,Division 2 Open,Gold B,2,Single game,Baylor vs UGA Red,Baylor Open A,UGA Red Open A,Baylor Open A,21,13,,,,,Aidan Riley,Tyler Fernandez,Joseph Gibson,Zeke Beckford
Pool Play,Division 2 Open,Gold B,2,Single game,Baylor vs UGA Red,Baylor Open B,UGA Red Open B,Baylor Open B,21,18,,,,,Micah Allin,Parker Hall,Carson Kurdys,Jake Bohn
Pool Play,Division 2 Open,Gold B,2,Single game,Baylor vs UGA Red,Baylor Coed,UGA Red Coed,UGA Red Coed,15,21,,,,,Haleigh Manske,Jake Rasmussen,Lindsay Parkes,Michael Sweeney
Playoff Bracket,Division 2 Open,Bracket B,P3: Final,Best of 3,UConn D2 vs UMD D2,UConn D2 Open A,UMD D2 Open A,UMD D2 Open A,18,21,21,15,17,21,Brian Rooney,Jack Mallett,Soren,Thomas Ross
Playoff Bracket,Division 2 Open,Bracket B,P3: Final,Best of 3,UConn D2 vs UMD D2,UConn D2 Open B,UMD D2 Open B,UConn D2 Open B,21,9,21,17,,,Cameron LoPiccolo,Lydia Andusko,Joseph Vaisman,Ryan Cheriathundam
Playoff Bracket,Division 2 Open,Bracket B,P3: Final,Best of 3,UConn D2 vs UMD D2,UConn D2 Coed,UMD D2 Coed,UConn D2 Coed,21,9,21,19,,,Patrick McEwen,Shea Hanna,Charles Labarge,Lily Rhudy
Playoff Bracket,Division 2 Open,Bracket A,P3: Final,Best of 3,UGA Red vs UTK D2,UGA Red Open A,UTK A team (Open),UTK A team (Open),21,18,17,21,16,21,Joseph Gibson,Zeke Beckford,Cole Solomon,Eli Canon
