Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Contender 4.5+,Group L,1,Single game,Shuijiao/睡觉,Cock Blocked,Shuijiao/睡觉,21,11,,,,,Michael Yung,Evan Liao,,Spencer Predmore,William O’Bryan,
Pool Play,Contender 4.5+,Group L,1,Single game,Ding Don Ditchers,Mark/Benc,Mark/Benc,20,22,,,,,Caedon Gibson,Tiff Ding,,Mark Kuchma,Benjamin Colao,
Pool Play,Contender 4.5+,Group L,1,Single game,Men in Tech,Ball Touchers,Ball Touchers,11,21,,,,,Luke Nemec,Sam Aven,,Hampton Chappell,Clay Stephens,
Pool Play,Contender 4.5+,Group M,1,Single game,MBR Initiative,Foot Spike,MBR Initiative,21,8,,,,,Jason Montgomery,Ryan Montgomery,,Craig Berwick,Jeff Hermsen,
Pool Play,Contender 4.5+,Group M,1,Single game,Jacob cakin,Haggis and Eggroll,Jacob cakin,21,14,,,,,Cole Kuhlers,Jacob Eakin,,Garret Chaffins,Jackson Roberts,
Pool Play,Contender 4.5+,Group M,1,Single game,Serendipity,Ball Hogs,Ball Hogs,19,21,,,,,Connor Harte,Andrey Andriyevskiy,,Kyle Ebersol,Tyler Martin,
Pool Play,Contender 4.5+,Group N,1,Single game,~Tay-San! uwu~,2 Scoops,~Tay-San! uwu~,21,17,,,,,Eric Tay,Ricky Santiago,,Pramodh Sundarshrii,Luke Marshall,
Pool Play,Contender 4.5+,Group N,1,Single game,Even More Safe Sets,Out of Pocket,Even More Safe Sets,21,14,,,,,Isaac Mixon,Andrew Warren,,Eli Canon,Spencer Sexton,
Pool Play,Contender 4.5+,Group N,1,Single game,Injured Arms,BenW/Luke,BenW/Luke,19,21,,,,,Ryan Field,Cole Ciemniecki,,Ben Westphal,Luke Arnpriester,
Pool Play,Contender 4.5+,Group A,2,Single game,Put It in My Hand,"*Twisted* ","*Twisted* ",20,22,,,,,Jason Woo,Matthew Tiongko,,Cody Peterson,Cole Solomon,
Pool Play,Contender 4.5+,Group A,2,Single game,"Emoting ",GETZAPPED,GETZAPPED,18,21,,,,,Drew Weaver,Noah Yost,,Lazarus Shettell,Chase Brimhall,
Pool Play,Contender 4.5+,Group B,2,Single game,CRUSTYYY,Globo Gym Dodgeball,CRUSTYYY,21,11,,,,,Daniel Haungs,Blake VanDenTop,,Drew VanDenburg,Brock Lodato,
Pool Play,Contender 4.5+,Group B,2,Single game,Tim & Greg,Butter,Tim & Greg,21,16,,,,,Ian Timan,Julia Timan,,Will Janusz,Jamison Friauf,
Pool Play,Contender 4.5+,Group C,2,Single game,Contender? Hardly know her,The Beans,The Beans,17,21,,,,,Patrick Ffrench,Henry Switz,,Jackson Carpenter,Salvatore Guagenti,
Pool Play,Contender 4.5+,Group C,2,Single game,Cut the Jam,Jacob/Luka,Cut the Jam,21,17,,,,,Holden Frey,Nick Yee,,Luka Eaton,Jacob Sisco,
Pool Play,Contender 4.5+,Group C,2,Single game,Seazoned,Radford/Siller,Seazoned,21,11,,,,,Brent Summers,Zach Snover,,TJ Radford,Walter Siller,
Pool Play,Contender 4.5+,Group D,2,Single game,NYCR Hardstuck,Bron Julio,NYCR Hardstuck,21,17,,,,,Eric Guan,Jared Almon,,Jake Brown,Austin Niles,
Pool Play,Contender 4.5+,Group D,2,Single game,Korean BBQ Sandwich,Trash Collectors,Korean BBQ Sandwich,21,17,,,,,Logan Coffelt,Joseph Yu,,Richard Ahn,Dylan Noker,
Pool Play,Contender 4.5+,Group D,2,Single game,Orange Crush,One-Two Punch,One-Two Punch,20,22,,,,,Owen Wallace,Ryland Holdren,,David Xu,Grant Sheely,
Pool Play,Contender 4.5+,Group E,2,Single game,In Wolfpack We Trust,Leftovers,In Wolfpack We Trust,21,10,,,,,Amrit Hingorani,Rishab Jain,,Garrett Logan,Jake Oxendine,
Pool Play,Contender 4.5+,Group E,2,Single game,Rizznet,Budget cuts,Rizznet,21,17,,,,,Jaeden Hannus,Aidan Tack,,CJ Mierchuk,Gray Bundy,
Pool Play,Contender 4.5+,Group E,2,Single game,We Touch Balls,Slammin,We Touch Balls,21,18,,,,,Mitchell Roussey,anthony sherman,,Addison Pernsteiner,Sebastian Grant,
Pool Play,Contender 4.5+,Group F,2,Single game,Adiabatic,OFF TWO,OFF TWO,17,21,,,,,Gabris Ni,Isaac Wong,,Noah Kopetic,Michael Creedon,
Pool Play,Contender 4.5+,Group F,2,Single game,Redemption,Big Bubbles,Redemption,21,16,,,,,Isaac Cody,Max Hammes,,Aman Khemka,George Zywiel,
Pool Play,Contender 4.5+,Group F,2,Single game,MBR Farm Boys,Blass to the Pass,Blass to the Pass,9,21,,,,,Caleb Montgomery,Christopher Montgomery,,Will Blass,Shrey Parikh,
Pool Play,Contender 4.5+,Group G,2,Single game,Out of Stock,God I love Carter,God I love Carter,19,21,,,,,Cade Cote,Jeremy Illut,,Anish Jona,Carter Hodgson,
Pool Play,Contender 4.5+,Group G,2,Single game,LL Dizzy Antics,KRA Reluctancy,LL Dizzy Antics,21,13,,,,,Ant Terrigno,Dylan Wakeley,,Kai Zafren,Billy Jung,
Pool Play,Contender 4.5+,Group G,2,Single game,EA Sports,Net Dreamz,EA Sports,21,8,,,,,Eric Baldwin,Anthony Schenk,,Cole Kennedy,Jacob Henderson,
Pool Play,Contender 4.5+,Group H,2,Single game,Centros,The Ace Collective,Centros,21,8,,,,,Jaxon Gonzalez,Jon Esposo,,Austin Smith,Cole Henderson,
Pool Play,Contender 4.5+,Group H,2,Single game,Pick Pockets,Steppin on Buiz,Pick Pockets,21,18,,,,,Riley Redmon,Joel Hoffler,,Jacob Marshall,Dustin Bishop,
Pool Play,Contender 4.5+,Group H,2,Single game,Moonlight,It’s Been an Honor,It’s Been an Honor,19,21,,,,,Connor Hintz,Jace Pulkrabek,,Cole Bennett,Joshua Simalayvong,
Pool Play,Contender 4.5+,Group I,2,Single game,atlético,Slayson & Co.,atlético,21,13,,,,,Sam Weber,Landon Lauffer,,Mason Dancausse,Evan Eberle,
Pool Play,Contender 4.5+,Group I,2,Single game,Fufu Roundnet,Fruity Pebbles,Fufu Roundnet,21,17,,,,,Andrew Nee,James Mills,,Brennan McOwen,Justin Goldman,
Pool Play,Contender 4.5+,Group I,2,Single game,Panda,ICE,Panda,21,3,,,,,Matthew Li,Alan Gao,,Zeke Beckford,Gordon Davis,
Pool Play,Contender 4.5+,Group J,2,Single game,Casablanca Express,Sean²,Sean²,18,21,,,,,Kavan Dharia,Josh Wozniak,,Sean Peucker,Sean Santos,
Pool Play,Contender 4.5+,Group J,2,Single game,Little Bites,Kosher Curry,Little Bites,21,17,,,,,Jensen Brynildsen,Luke Little,,Sathvik Vasa,Yanai Hamel-Sasson,
Pool Play,Contender 4.5+,Group J,2,Single game,Major Key Alert,The Final Spike,Major Key Alert,21,14,,,,,Kyle Keenan,Michael Leung,,Nate H,Matthew Loyed,
Pool Play,Contender 4.5+,Group K,2,Single game,Dumb and Dumber,Medical Intervention,Dumb and Dumber,21,12,,,,,Andrew Yancey,Tommy Richard,,Riyan Farhat,John Muirhead,
Pool Play,Contender 4.5+,Group K,2,Single game,GA and NC Collab,Budster,Budster,16,21,,,,,Leslie Nguyen,Zack Glew,,Keith Fleischmann,Maxwell McNally,
Pool Play,Contender 4.5+,Group K,2,Single game,Joint Pain,DoubleThreat,Joint Pain,21,16,,,,,Alex Cotter,Evan Burkstrand,,Siddhant Desai,Dylan Rehman,
Pool Play,Contender 4.5+,Group L,2,Single game,Shuijiao/睡觉,Mark/Benc,Shuijiao/睡觉,21,16,,,,,Michael Yung,Evan Liao,,Mark Kuchma,Benjamin Colao,
Pool Play,Contender 4.5+,Group L,2,Single game,Ding Don Ditchers,Men in Tech,Ding Don Ditchers,22,20,,,,,Caedon Gibson,Tiff Ding,,Luke Nemec,Sam Aven,
Pool Play,Contender 4.5+,Group L,2,Single game,Ball Touchers,Cock Blocked,Ball Touchers,21,4,,,,,Hampton Chappell,Clay Stephens,,Spencer Predmore,William O’Bryan,
Pool Play,Contender 4.5+,Group M,2,Single game,MBR Initiative,Haggis and Eggroll,MBR Initiative,21,11,,,,,Jason Montgomery,Ryan Montgomery,,Garret Chaffins,Jackson Roberts,
Pool Play,Contender 4.5+,Group M,2,Single game,Jacob cakin,Serendipity,Serendipity,16,21,,,,,Cole Kuhlers,Jacob Eakin,,Connor Harte,Andrey Andriyevskiy,
Pool Play,Contender 4.5+,Group M,2,Single game,Ball Hogs,Foot Spike,Ball Hogs,21,7,,,,,Kyle Ebersol,Tyler Martin,,Craig Berwick,Jeff Hermsen,
Pool Play,Contender 4.5+,Group N,2,Single game,~Tay-San! uwu~,Out of Pocket,~Tay-San! uwu~,23,21,,,,,Eric Tay,Ricky Santiago,,Eli Canon,Spencer Sexton,
Pool Play,Contender 4.5+,Group N,2,Single game,Even More Safe Sets,Injured Arms,Even More Safe Sets,22,20,,,,,Isaac Mixon,Andrew Warren,,Ryan Field,Cole Ciemniecki,
Pool Play,Contender 4.5+,Group N,2,Single game,BenW/Luke,2 Scoops,BenW/Luke,21,9,,,,,Ben Westphal,Luke Arnpriester,,Pramodh Sundarshrii,Luke Marshall,
Pool Play,Contender 4.5+,Group A,3,Single game,Put It in My Hand,"Emoting ",Put It in My Hand,21,15,,,,,Jason Woo,Matthew Tiongko,,Drew Weaver,Noah Yost,
Pool Play,Contender 4.5+,Group A,3,Single game,Two first name Filipinos,GETZAPPED,Two first name Filipinos,25,24,,,,,JP Chincuanco,Jason Inumerable,,Lazarus Shettell,Chase Brimhall,
Pool Play,Contender 4.5+,Group B,3,Single game,CRUSTYYY,Tim & Greg,CRUSTYYY,21,19,,,,,Daniel Haungs,Blake VanDenTop,,Ian Timan,Julia Timan,
Pool Play,Contender 4.5+,Group B,3,Single game,Jeronimo,Butter,Jeronimo,21,7,,,,,Jerry Hao,Sho M,,Will Janusz,Jamison Friauf,
Pool Play,Contender 4.5+,Group C,3,Single game,Contender? Hardly know her,Seazoned,Seazoned,16,21,,,,,Patrick Ffrench,Henry Switz,,Brent Summers,Zach Snover,
Pool Play,Contender 4.5+,Group C,3,Single game,Cut the Jam,Radford/Siller,Cut the Jam,21,18,,,,,Holden Frey,Nick Yee,,TJ Radford,Walter Siller,
Pool Play,Contender 4.5+,Group C,3,Single game,Jacob/Luka,The Beans,The Beans,18,21,,,,,Luka Eaton,Jacob Sisco,,Jackson Carpenter,Salvatore Guagenti,
Pool Play,Contender 4.5+,Group D,3,Single game,NYCR Hardstuck,Orange Crush,NYCR Hardstuck,21,18,,,,,Eric Guan,Jared Almon,,Owen Wallace,Ryland Holdren,
Pool Play,Contender 4.5+,Group D,3,Single game,Korean BBQ Sandwich,One-Two Punch,Korean BBQ Sandwich,21,14,,,,,Logan Coffelt,Joseph Yu,,David Xu,Grant Sheely,
Pool Play,Contender 4.5+,Group D,3,Single game,Trash Collectors,Bron Julio,Trash Collectors,21,17,,,,,Richard Ahn,Dylan Noker,,Jake Brown,Austin Niles,
Pool Play,Contender 4.5+,Group E,3,Single game,In Wolfpack We Trust,We Touch Balls,We Touch Balls,16,21,,,,,Amrit Hingorani,Rishab Jain,,Mitchell Roussey,anthony sherman,
Pool Play,Contender 4.5+,Group E,3,Single game,Rizznet,Slammin,Rizznet,21,13,,,,,Jaeden Hannus,Aidan Tack,,Addison Pernsteiner,Sebastian Grant,
Pool Play,Contender 4.5+,Group E,3,Single game,Budget cuts,Leftovers,Budget cuts,21,19,,,,,CJ Mierchuk,Gray Bundy,,Garrett Logan,Jake Oxendine,
Pool Play,Contender 4.5+,Group F,3,Single game,Adiabatic,MBR Farm Boys,Adiabatic,21,15,,,,,Gabris Ni,Isaac Wong,,Caleb Montgomery,Christopher Montgomery,
Pool Play,Contender 4.5+,Group F,3,Single game,Redemption,Blass to the Pass,Redemption,21,19,,,,,Isaac Cody,Max Hammes,,Will Blass,Shrey Parikh,
Pool Play,Contender 4.5+,Group F,3,Single game,Big Bubbles,OFF TWO,OFF TWO,10,21,,,,,Aman Khemka,George Zywiel,,Noah Kopetic,Michael Creedon,
Pool Play,Contender 4.5+,Group G,3,Single game,Out of Stock,EA Sports,Out of Stock,21,17,,,,,Cade Cote,Jeremy Illut,,Eric Baldwin,Anthony Schenk,
Pool Play,Contender 4.5+,Group G,3,Single game,LL Dizzy Antics,Net Dreamz,LL Dizzy Antics,21,17,,,,,Ant Terrigno,Dylan Wakeley,,Cole Kennedy,Jacob Henderson,
Pool Play,Contender 4.5+,Group G,3,Single game,KRA Reluctancy,God I love Carter,God I love Carter,20,22,,,,,Kai Zafren,Billy Jung,,Anish Jona,Carter Hodgson,
Pool Play,Contender 4.5+,Group H,3,Single game,Centros,Moonlight,Centros,21,11,,,,,Jaxon Gonzalez,Jon Esposo,,Connor Hintz,Jace Pulkrabek,
Pool Play,Contender 4.5+,Group H,3,Single game,Pick Pockets,It’s Been an Honor,Pick Pockets,21,9,,,,,Riley Redmon,Joel Hoffler,,Cole Bennett,Joshua Simalayvong,
Pool Play,Contender 4.5+,Group H,3,Single game,Steppin on Buiz,The Ace Collective,Steppin on Buiz,21,17,,,,,Jacob Marshall,Dustin Bishop,,Austin Smith,Cole Henderson,
Pool Play,Contender 4.5+,Group I,3,Single game,atlético,Panda,atlético,21,19,,,,,Sam Weber,Landon Lauffer,,Matthew Li,Alan Gao,
Pool Play,Contender 4.5+,Group I,3,Single game,Fufu Roundnet,ICE,Fufu Roundnet,21,4,,,,,Andrew Nee,James Mills,,Zeke Beckford,Gordon Davis,
Pool Play,Contender 4.5+,Group I,3,Single game,Fruity Pebbles,Slayson & Co.,Fruity Pebbles,21,19,,,,,Brennan McOwen,Justin Goldman,,Mason Dancausse,Evan Eberle,
Pool Play,Contender 4.5+,Group J,3,Single game,Casablanca Express,Major Key Alert,Major Key Alert,16,21,,,,,Kavan Dharia,Josh Wozniak,,Kyle Keenan,Michael Leung,
Pool Play,Contender 4.5+,Group J,3,Single game,Little Bites,The Final Spike,Little Bites,24,22,,,,,Jensen Brynildsen,Luke Little,,Nate H,Matthew Loyed,
Pool Play,Contender 4.5+,Group J,3,Single game,Kosher Curry,Sean²,Kosher Curry,21,18,,,,,Sathvik Vasa,Yanai Hamel-Sasson,,Sean Peucker,Sean Santos,
Pool Play,Contender 4.5+,Group K,3,Single game,Dumb and Dumber,Joint Pain,Dumb and Dumber,22,20,,,,,Andrew Yancey,Tommy Richard,,Alex Cotter,Evan Burkstrand,
Pool Play,Contender 4.5+,Group K,3,Single game,GA and NC Collab,DoubleThreat,GA and NC Collab,21,18,,,,,Leslie Nguyen,Zack Glew,,Siddhant Desai,Dylan Rehman,
Pool Play,Contender 4.5+,Group K,3,Single game,Budster,Medical Intervention,Budster,21,11,,,,,Keith Fleischmann,Maxwell McNally,,Riyan Farhat,John Muirhead,
Pool Play,Contender 4.5+,Group L,3,Single game,Shuijiao/睡觉,Ball Touchers,Ball Touchers,13,21,,,,,Michael Yung,Evan Liao,,Hampton Chappell,Clay Stephens,
Pool Play,Contender 4.5+,Group L,3,Single game,Ding Don Ditchers,Cock Blocked,Ding Don Ditchers,21,6,,,,,Caedon Gibson,Tiff Ding,,Spencer Predmore,William O’Bryan,
Pool Play,Contender 4.5+,Group L,3,Single game,Men in Tech,Mark/Benc,Men in Tech,21,19,,,,,Luke Nemec,Sam Aven,,Mark Kuchma,Benjamin Colao,
Pool Play,Contender 4.5+,Group M,3,Single game,MBR Initiative,Ball Hogs,Ball Hogs,14,21,,,,,Jason Montgomery,Ryan Montgomery,,Kyle Ebersol,Tyler Martin,
Pool Play,Contender 4.5+,Group M,3,Single game,Jacob cakin,Foot Spike,Jacob cakin,21,4,,,,,Cole Kuhlers,Jacob Eakin,,Craig Berwick,Jeff Hermsen,
Pool Play,Contender 4.5+,Group M,3,Single game,Serendipity,Haggis and Eggroll,Serendipity,21,10,,,,,Connor Harte,Andrey Andriyevskiy,,Garret Chaffins,Jackson Roberts,
Pool Play,Contender 4.5+,Group N,3,Single game,~Tay-San! uwu~,BenW/Luke,BenW/Luke,16,21,,,,,Eric Tay,Ricky Santiago,,Ben Westphal,Luke Arnpriester,
Pool Play,Contender 4.5+,Group N,3,Single game,Even More Safe Sets,2 Scoops,Even More Safe Sets,21,13,,,,,Isaac Mixon,Andrew Warren,,Pramodh Sundarshrii,Luke Marshall,
Pool Play,Contender 4.5+,Group N,3,Single game,Injured Arms,Out of Pocket,Out of Pocket,14,21,,,,,Ryan Field,Cole Ciemniecki,,Eli Canon,Spencer Sexton,
Pool Play,Contender 4.5+,Group A,4,Single game,Two first name Filipinos,"Emoting ",Two first name Filipinos,21,15,,,,,JP Chincuanco,Jason Inumerable,,Drew Weaver,Noah Yost,
Pool Play,Contender 4.5+,Group A,4,Single game,"*Twisted* ",GETZAPPED,GETZAPPED,19,21,,,,,Cody Peterson,Cole Solomon,,Lazarus Shettell,Chase Brimhall,
Pool Play,Contender 4.5+,Group B,4,Single game,Jeronimo,Tim & Greg,Tim & Greg,16,21,,,,,Jerry Hao,Sho M,,Ian Timan,Julia Timan,
Pool Play,Contender 4.5+,Group B,4,Single game,Globo Gym Dodgeball,Butter,Globo Gym Dodgeball,21,13,,,,,Drew VanDenburg,Brock Lodato,,Will Janusz,Jamison Friauf,
Pool Play,Contender 4.5+,Group C,4,Single game,Contender? Hardly know her,Jacob/Luka,Contender? Hardly know her,21,18,,,,,Patrick Ffrench,Henry Switz,,Luka Eaton,Jacob Sisco,
Pool Play,Contender 4.5+,Group C,4,Single game,Cut the Jam,Seazoned,Seazoned,11,21,,,,,Holden Frey,Nick Yee,,Brent Summers,Zach Snover,
Pool Play,Contender 4.5+,Group C,4,Single game,The Beans,Radford/Siller,The Beans,21,17,,,,,Jackson Carpenter,Salvatore Guagenti,,TJ Radford,Walter Siller,
Pool Play,Contender 4.5+,Group D,4,Single game,NYCR Hardstuck,Trash Collectors,NYCR Hardstuck,21,9,,,,,Eric Guan,Jared Almon,,Richard Ahn,Dylan Noker,
Pool Play,Contender 4.5+,Group D,4,Single game,Korean BBQ Sandwich,Orange Crush,Korean BBQ Sandwich,21,15,,,,,Logan Coffelt,Joseph Yu,,Owen Wallace,Ryland Holdren,
Pool Play,Contender 4.5+,Group D,4,Single game,Bron Julio,One-Two Punch,Bron Julio,21,19,,,,,Jake Brown,Austin Niles,,David Xu,Grant Sheely,
Pool Play,Contender 4.5+,Group E,4,Single game,In Wolfpack We Trust,Budget cuts,In Wolfpack We Trust,21,17,,,,,Amrit Hingorani,Rishab Jain,,CJ Mierchuk,Gray Bundy,
Pool Play,Contender 4.5+,Group E,4,Single game,Rizznet,We Touch Balls,We Touch Balls,16,21,,,,,Jaeden Hannus,Aidan Tack,,Mitchell Roussey,anthony sherman,
Pool Play,Contender 4.5+,Group E,4,Single game,Leftovers,Slammin,Leftovers,21,12,,,,,Garrett Logan,Jake Oxendine,,Addison Pernsteiner,Sebastian Grant,
Pool Play,Contender 4.5+,Group F,4,Single game,Adiabatic,Big Bubbles,Adiabatic,21,14,,,,,Gabris Ni,Isaac Wong,,Aman Khemka,George Zywiel,
Pool Play,Contender 4.5+,Group F,4,Single game,Redemption,MBR Farm Boys,Redemption,21,9,,,,,Isaac Cody,Max Hammes,,Caleb Montgomery,Christopher Montgomery,
Pool Play,Contender 4.5+,Group F,4,Single game,OFF TWO,Blass to the Pass,Blass to the Pass,19,21,,,,,Noah Kopetic,Michael Creedon,,Will Blass,Shrey Parikh,
Pool Play,Contender 4.5+,Group G,4,Single game,Out of Stock,KRA Reluctancy,Out of Stock,21,19,,,,,Cade Cote,Jeremy Illut,,Kai Zafren,Billy Jung,
Pool Play,Contender 4.5+,Group G,4,Single game,LL Dizzy Antics,EA Sports,EA Sports,19,21,,,,,Ant Terrigno,Dylan Wakeley,,Eric Baldwin,Anthony Schenk,
Pool Play,Contender 4.5+,Group G,4,Single game,God I love Carter,Net Dreamz,God I love Carter,21,17,,,,,Anish Jona,Carter Hodgson,,Cole Kennedy,Jacob Henderson,
Pool Play,Contender 4.5+,Group H,4,Single game,Centros,Steppin on Buiz,Centros,21,10,,,,,Jaxon Gonzalez,Jon Esposo,,Jacob Marshall,Dustin Bishop,
Pool Play,Contender 4.5+,Group H,4,Single game,Pick Pockets,Moonlight,Pick Pockets,21,16,,,,,Riley Redmon,Joel Hoffler,,Connor Hintz,Jace Pulkrabek,
Pool Play,Contender 4.5+,Group H,4,Single game,The Ace Collective,It’s Been an Honor,The Ace Collective,21,17,,,,,Austin Smith,Cole Henderson,,Cole Bennett,Joshua Simalayvong,
Pool Play,Contender 4.5+,Group I,4,Single game,atlético,Fruity Pebbles,atlético,21,16,,,,,Sam Weber,Landon Lauffer,,Brennan McOwen,Justin Goldman,
Pool Play,Contender 4.5+,Group I,4,Single game,Fufu Roundnet,Panda,Fufu Roundnet,21,14,,,,,Andrew Nee,James Mills,,Matthew Li,Alan Gao,
Pool Play,Contender 4.5+,Group I,4,Single game,Slayson & Co.,ICE,Slayson & Co.,21,11,,,,,Mason Dancausse,Evan Eberle,,Zeke Beckford,Gordon Davis,
Pool Play,Contender 4.5+,Group J,4,Single game,Casablanca Express,Kosher Curry,Kosher Curry,16,21,,,,,Kavan Dharia,Josh Wozniak,,Sathvik Vasa,Yanai Hamel-Sasson,
Pool Play,Contender 4.5+,Group J,4,Single game,Little Bites,Major Key Alert,Major Key Alert,19,21,,,,,Jensen Brynildsen,Luke Little,,Kyle Keenan,Michael Leung,
Pool Play,Contender 4.5+,Group J,4,Single game,Sean²,The Final Spike,Sean²,24,22,,,,,Sean Peucker,Sean Santos,,Nate H,Matthew Loyed,
Pool Play,Contender 4.5+,Group K,4,Single game,Dumb and Dumber,Budster,Dumb and Dumber,21,19,,,,,Andrew Yancey,Tommy Richard,,Keith Fleischmann,Maxwell McNally,
Pool Play,Contender 4.5+,Group K,4,Single game,GA and NC Collab,Joint Pain,GA and NC Collab,21,18,,,,,Leslie Nguyen,Zack Glew,,Alex Cotter,Evan Burkstrand,
Pool Play,Contender 4.5+,Group K,4,Single game,Medical Intervention,DoubleThreat,DoubleThreat,14,21,,,,,Riyan Farhat,John Muirhead,,Siddhant Desai,Dylan Rehman,
Pool Play,Contender 4.5+,Group L,4,Single game,Shuijiao/睡觉,Men in Tech,Shuijiao/睡觉,21,9,,,,,Michael Yung,Evan Liao,,Luke Nemec,Sam Aven,
Pool Play,Contender 4.5+,Group L,4,Single game,Ding Don Ditchers,Ball Touchers,Ding Don Ditchers,21,19,,,,,Caedon Gibson,Tiff Ding,,Hampton Chappell,Clay Stephens,
Pool Play,Contender 4.5+,Group L,4,Single game,Mark/Benc,Cock Blocked,Mark/Benc,21,16,,,,,Mark Kuchma,Benjamin Colao,,Spencer Predmore,William O’Bryan,
Pool Play,Contender 4.5+,Group M,4,Single game,MBR Initiative,Serendipity,Serendipity,14,21,,,,,Jason Montgomery,Ryan Montgomery,,Connor Harte,Andrey Andriyevskiy,
Pool Play,Contender 4.5+,Group M,4,Single game,Jacob cakin,Ball Hogs,Ball Hogs,19,21,,,,,Cole Kuhlers,Jacob Eakin,,Kyle Ebersol,Tyler Martin,
Pool Play,Contender 4.5+,Group M,4,Single game,Haggis and Eggroll,Foot Spike,Haggis and Eggroll,21,19,,,,,Garret Chaffins,Jackson Roberts,,Craig Berwick,Jeff Hermsen,
Pool Play,Contender 4.5+,Group N,4,Single game,~Tay-San! uwu~,Injured Arms,~Tay-San! uwu~,21,15,,,,,Eric Tay,Ricky Santiago,,Ryan Field,Cole Ciemniecki,
Pool Play,Contender 4.5+,Group N,4,Single game,Even More Safe Sets,BenW/Luke,BenW/Luke,19,21,,,,,Isaac Mixon,Andrew Warren,,Ben Westphal,Luke Arnpriester,
Pool Play,Contender 4.5+,Group N,4,Single game,Out of Pocket,2 Scoops,2 Scoops,13,21,,,,,Eli Canon,Spencer Sexton,,Pramodh Sundarshrii,Luke Marshall,
Pool Play,Contender 4.5+,Group A,5,Single game,Put It in My Hand,Two first name Filipinos,Put It in My Hand,21,17,,,,,Jason Woo,Matthew Tiongko,,JP Chincuanco,Jason Inumerable,
Pool Play,Contender 4.5+,Group A,5,Single game,"Emoting ","*Twisted* ","*Twisted* ",16,21,,,,,Drew Weaver,Noah Yost,,Cody Peterson,Cole Solomon,
Pool Play,Contender 4.5+,Group B,5,Single game,CRUSTYYY,Jeronimo,Jeronimo,24,25,,,,,Daniel Haungs,Blake VanDenTop,,Jerry Hao,Sho M,
Pool Play,Contender 4.5+,Group B,5,Single game,Tim & Greg,Globo Gym Dodgeball,Globo Gym Dodgeball,18,21,,,,,Ian Timan,Julia Timan,,Drew VanDenburg,Brock Lodato,
Pool Play,Contender 4.5+,Group C,5,Single game,Contender? Hardly know her,Cut the Jam,Contender? Hardly know her,21,13,,,,,Patrick Ffrench,Henry Switz,,Holden Frey,Nick Yee,
Pool Play,Contender 4.5+,Group C,5,Single game,Jacob/Luka,Radford/Siller,Radford/Siller,17,21,,,,,Luka Eaton,Jacob Sisco,,TJ Radford,Walter Siller,
Pool Play,Contender 4.5+,Group C,5,Single game,Seazoned,The Beans,Seazoned,21,16,,,,,Brent Summers,Zach Snover,,Jackson Carpenter,Salvatore Guagenti,
Pool Play,Contender 4.5+,Group D,5,Single game,NYCR Hardstuck,Korean BBQ Sandwich,Korean BBQ Sandwich,18,21,,,,,Eric Guan,Jared Almon,,Logan Coffelt,Joseph Yu,
Pool Play,Contender 4.5+,Group D,5,Single game,Trash Collectors,One-Two Punch,Trash Collectors,21,18,,,,,Richard Ahn,Dylan Noker,,David Xu,Grant Sheely,
Pool Play,Contender 4.5+,Group D,5,Single game,Orange Crush,Bron Julio,Orange Crush,21,17,,,,,Owen Wallace,Ryland Holdren,,Jake Brown,Austin Niles,
Pool Play,Contender 4.5+,Group E,5,Single game,In Wolfpack We Trust,Rizznet,Rizznet,24,25,,,,,Amrit Hingorani,Rishab Jain,,Jaeden Hannus,Aidan Tack,
Pool Play,Contender 4.5+,Group E,5,Single game,Budget cuts,Slammin,Budget cuts,21,17,,,,,CJ Mierchuk,Gray Bundy,,Addison Pernsteiner,Sebastian Grant,
Pool Play,Contender 4.5+,Group E,5,Single game,We Touch Balls,Leftovers,We Touch Balls,21,19,,,,,Mitchell Roussey,anthony sherman,,Garrett Logan,Jake Oxendine,
Pool Play,Contender 4.5+,Group F,5,Single game,Adiabatic,Redemption,Redemption,16,21,,,,,Gabris Ni,Isaac Wong,,Isaac Cody,Max Hammes,
Pool Play,Contender 4.5+,Group F,5,Single game,Big Bubbles,Blass to the Pass,Big Bubbles,22,20,,,,,Aman Khemka,George Zywiel,,Will Blass,Shrey Parikh,
Pool Play,Contender 4.5+,Group F,5,Single game,MBR Farm Boys,OFF TWO,OFF TWO,6,21,,,,,Caleb Montgomery,Christopher Montgomery,,Noah Kopetic,Michael Creedon,
Pool Play,Contender 4.5+,Group G,5,Single game,Out of Stock,LL Dizzy Antics,LL Dizzy Antics,17,21,,,,,Cade Cote,Jeremy Illut,,Ant Terrigno,Dylan Wakeley,
Pool Play,Contender 4.5+,Group G,5,Single game,KRA Reluctancy,Net Dreamz,KRA Reluctancy,21,19,,,,,Kai Zafren,Billy Jung,,Cole Kennedy,Jacob Henderson,
Pool Play,Contender 4.5+,Group G,5,Single game,EA Sports,God I love Carter,EA Sports,21,19,,,,,Eric Baldwin,Anthony Schenk,,Anish Jona,Carter Hodgson,
