Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Contender 4.5+,Group H,5,Single game,Centros,Pick Pockets,Pick Pockets,23,25,,,,,Jaxon Gonzalez,Jon Esposo,,Riley Redmon,Joel Hoffler,
Pool Play,Contender 4.5+,Group H,5,Single game,Steppin on Buiz,It’s Been an Honor,Steppin on Buiz,21,13,,,,,Jacob Marshall,Dustin Bishop,,Cole Bennett,Joshua Simalayvong,
Pool Play,Contender 4.5+,Group H,5,Single game,Moonlight,The Ace Collective,The Ace Collective,14,21,,,,,Connor Hintz,Jace Pulkrabek,,Austin Smith,Cole Henderson,
Pool Play,Contender 4.5+,Group I,5,Single game,atlético,Fufu Roundnet,atlético,21,17,,,,,Sam Weber,Landon Lauffer,,Andrew Nee,James Mills,
Pool Play,Contender 4.5+,Group I,5,Single game,Fruity Pebbles,ICE,Fruity Pebbles,21,7,,,,,Brennan McOwen,Justin Goldman,,Zeke Beckford,Gordon Davis,
Pool Play,Contender 4.5+,Group I,5,Single game,Panda,Slayson & Co.,Slayson & Co.,18,21,,,,,Matthew Li,Alan Gao,,Mason Dancausse,Evan Eberle,
Pool Play,Contender 4.5+,Group J,5,Single game,Casablanca Express,Little Bites,Little Bites,19,21,,,,,Kavan Dharia,Josh Wozniak,,Jensen Brynildsen,Luke Little,
Pool Play,Contender 4.5+,Group J,5,Single game,Kosher Curry,The Final Spike,Kosher Curry,21,19,,,,,Sathvik Vasa,Yanai Hamel-Sasson,,Nate H,Matthew Loyed,
Pool Play,Contender 4.5+,Group J,5,Single game,Major Key Alert,Sean²,Sean²,15,21,,,,,Kyle Keenan,Michael Leung,,Sean Peucker,Sean Santos,
Pool Play,Contender 4.5+,Group K,5,Single game,Dumb and Dumber,GA and NC Collab,Dumb and Dumber,21,12,,,,,Andrew Yancey,Tommy Richard,,Leslie Nguyen,Zack Glew,
Pool Play,Contender 4.5+,Group K,5,Single game,Budster,DoubleThreat,Budster,21,16,,,,,Keith Fleischmann,Maxwell McNally,,Siddhant Desai,Dylan Rehman,
Pool Play,Contender 4.5+,Group K,5,Single game,Joint Pain,Medical Intervention,Medical Intervention,20,22,,,,,Alex Cotter,Evan Burkstrand,,Riyan Farhat,John Muirhead,
Pool Play,Contender 4.5+,Group L,5,Single game,Shuijiao/睡觉,Ding Don Ditchers,Ding Don Ditchers,15,21,,,,,Michael Yung,Evan Liao,,Caedon Gibson,Tiff Ding,
Pool Play,Contender 4.5+,Group L,5,Single game,Men in Tech,Cock Blocked,Men in Tech,21,17,,,,,Luke Nemec,Sam Aven,,Spencer Predmore,William O’Bryan,
Pool Play,Contender 4.5+,Group L,5,Single game,Ball Touchers,Mark/Benc,Ball Touchers,21,10,,,,,Hampton Chappell,Clay Stephens,,Mark Kuchma,Benjamin Colao,
Pool Play,Contender 4.5+,Group M,5,Single game,MBR Initiative,Jacob cakin,Jacob cakin,22,24,,,,,Jason Montgomery,Ryan Montgomery,,Cole Kuhlers,Jacob Eakin,
Pool Play,Contender 4.5+,Group M,5,Single game,Serendipity,Foot Spike,Serendipity,21,7,,,,,Connor Harte,Andrey Andriyevskiy,,Craig Berwick,Jeff Hermsen,
Pool Play,Contender 4.5+,Group M,5,Single game,Ball Hogs,Haggis and Eggroll,Ball Hogs,21,10,,,,,Kyle Ebersol,Tyler Martin,,Garret Chaffins,Jackson Roberts,
Pool Play,Contender 4.5+,Group N,5,Single game,~Tay-San! uwu~,Even More Safe Sets,Even More Safe Sets,15,21,,,,,Eric Tay,Ricky Santiago,,Isaac Mixon,Andrew Warren,
Pool Play,Contender 4.5+,Group N,5,Single game,Injured Arms,2 Scoops,2 Scoops,19,21,,,,,Ryan Field,Cole Ciemniecki,,Pramodh Sundarshrii,Luke Marshall,
Pool Play,Contender 4.5+,Group N,5,Single game,BenW/Luke,Out of Pocket,BenW/Luke,21,19,,,,,Ben Westphal,Luke Arnpriester,,Eli Canon,Spencer Sexton,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,atlético,LL Dizzy Antics,atlético,1,0,1,0,,,Sam Weber,Landon Lauffer,,Ant Terrigno,Dylan Wakeley,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Ball Hogs,Shuijiao/睡觉,Ball Hogs,21,10,22,20,,,Kyle Ebersol,Tyler Martin,,Michael Yung,Evan Liao,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Pick Pockets,In Wolfpack We Trust,Pick Pockets,21,11,21,18,,,Riley Redmon,Joel Hoffler,,Amrit Hingorani,Rishab Jain,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Seazoned,Blass to the Pass,Seazoned,18,21,21,13,21,15,Brent Summers,Zach Snover,,Will Blass,Shrey Parikh,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Korean BBQ Sandwich,Jacob cakin,Korean BBQ Sandwich,21,16,16,21,21,17,Logan Coffelt,Joseph Yu,,Cole Kuhlers,Jacob Eakin,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Dumb and Dumber,GETZAPPED,Dumb and Dumber,21,12,21,15,,,Andrew Yancey,Tommy Richard,,Lazarus Shettell,Chase Brimhall,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,BenW/Luke,Sean²,BenW/Luke,21,14,21,18,,,Ben Westphal,Luke Arnpriester,,Sean Peucker,Sean Santos,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Ball Touchers,God I love Carter,God I love Carter,0,1,1,0,0,1,Hampton Chappell,Clay Stephens,,Anish Jona,Carter Hodgson,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Centros,We Touch Balls,Centros,21,13,21,16,,,Jaxon Gonzalez,Jon Esposo,,Mitchell Roussey,anthony sherman,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Serendipity,"*Twisted* ",Serendipity,21,16,21,16,,,Connor Harte,Andrey Andriyevskiy,,Cody Peterson,Cole Solomon,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,CRUSTYYY,The Beans,CRUSTYYY,21,14,21,13,,,Daniel Haungs,Blake VanDenTop,,Jackson Carpenter,Salvatore Guagenti,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,OFF TWO,Major Key Alert,OFF TWO,21,13,22,20,,,Noah Kopetic,Michael Creedon,,Kyle Keenan,Michael Leung,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Fufu Roundnet,Jeronimo,Fufu Roundnet,21,19,21,17,,,Andrew Nee,James Mills,,Jerry Hao,Sho M,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Ding Don Ditchers,EA Sports,EA Sports,19,21,16,21,,,Caedon Gibson,Tiff Ding,,Eric Baldwin,Anthony Schenk,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,NYCR Hardstuck,Budster,Budster,19,21,15,21,,,Eric Guan,Jared Almon,,Keith Fleischmann,Maxwell McNally,
Bracket Play,Contender 4.5+,Bracket A,Round of 32,Best of 3,Redemption,Even More Safe Sets,Even More Safe Sets,1,0,0,1,0,1,Isaac Cody,Max Hammes,,Isaac Mixon,Andrew Warren,
Bracket Play,Contender 4.5+,Bracket A,Round of 16,Best of 3,atlético,Even More Safe Sets,atlético,1,0,1,0,,,Sam Weber,Landon Lauffer,,Isaac Mixon,Andrew Warren,
Bracket Play,Contender 4.5+,Bracket A,Round of 16,Best of 3,Ball Hogs,Budster,Budster,13,21,19,21,,,Kyle Ebersol,Tyler Martin,,Keith Fleischmann,Maxwell McNally,
Bracket Play,Contender 4.5+,Bracket A,Round of 16,Best of 3,Pick Pockets,EA Sports,Pick Pockets,21,18,21,13,,,Riley Redmon,Joel Hoffler,,Eric Baldwin,Anthony Schenk,
Bracket Play,Contender 4.5+,Bracket A,Round of 16,Best of 3,Seazoned,Fufu Roundnet,Seazoned,21,15,21,16,,,Brent Summers,Zach Snover,,Andrew Nee,James Mills,
Bracket Play,Contender 4.5+,Bracket A,Round of 16,Best of 3,Korean BBQ Sandwich,OFF TWO,Korean BBQ Sandwich,21,19,21,12,,,Logan Coffelt,Joseph Yu,,Noah Kopetic,Michael Creedon,
Bracket Play,Contender 4.5+,Bracket A,Round of 16,Best of 3,Dumb and Dumber,CRUSTYYY,CRUSTYYY,21,14,23,25,17,21,Andrew Yancey,Tommy Richard,,Daniel Haungs,Blake VanDenTop,
Bracket Play,Contender 4.5+,Bracket A,Round of 16,Best of 3,BenW/Luke,Serendipity,BenW/Luke,17,21,21,14,21,18,Ben Westphal,Luke Arnpriester,,Connor Harte,Andrey Andriyevskiy,
Bracket Play,Contender 4.5+,Bracket A,Round of 16,Best of 3,God I love Carter,Centros,Centros,0,1,0,1,,,Anish Jona,Carter Hodgson,,Jaxon Gonzalez,Jon Esposo,
Bracket Play,Contender 4.5+,Bracket A,P17: Round of 16,Single game,NYCR Hardstuck,Shuijiao/睡觉,NYCR Hardstuck,21,15,,,,,Eric Guan,Jared Almon,,Michael Yung,Evan Liao,
Bracket Play,Contender 4.5+,Bracket A,P17: Round of 16,Single game,Ding Don Ditchers,In Wolfpack We Trust,In Wolfpack We Trust,0,1,,,,,Caedon Gibson,Tiff Ding,,Amrit Hingorani,Rishab Jain,
Bracket Play,Contender 4.5+,Bracket A,P17: Round of 16,Single game,The Beans,GETZAPPED,The Beans,1,0,,,,,Jackson Carpenter,Salvatore Guagenti,,Lazarus Shettell,Chase Brimhall,
Bracket Play,Contender 4.5+,Bracket A,P17: Round of 16,Single game,"*Twisted* ",Sean²,"*Twisted* ",1,0,,,,,Cody Peterson,Cole Solomon,,Sean Peucker,Sean Santos,
Bracket Play,Contender 4.5+,Bracket A,P17: Round of 16,Single game,We Touch Balls,Ball Touchers,We Touch Balls,1,0,,,,,Mitchell Roussey,anthony sherman,,Hampton Chappell,Clay Stephens,
Bracket Play,Contender 4.5+,Bracket A,Quarter-final,Best of 3,atlético,Centros,Centros,0,1,0,1,,,Sam Weber,Landon Lauffer,,Jaxon Gonzalez,Jon Esposo,
Bracket Play,Contender 4.5+,Bracket A,Quarter-final,Best of 3,Budster,BenW/Luke,Budster,1,0,1,0,,,Keith Fleischmann,Maxwell McNally,,Ben Westphal,Luke Arnpriester,
Bracket Play,Contender 4.5+,Bracket A,Quarter-final,Best of 3,Pick Pockets,CRUSTYYY,Pick Pockets,21,14,21,19,,,Riley Redmon,Joel Hoffler,,Daniel Haungs,Blake VanDenTop,
Bracket Play,Contender 4.5+,Bracket A,Quarter-final,Best of 3,Seazoned,Korean BBQ Sandwich,Seazoned,21,15,21,15,,,Brent Summers,Zach Snover,,Logan Coffelt,Joseph Yu,
Bracket Play,Contender 4.5+,Bracket A,P9: Quarter-final,Single game,Serendipity,Ball Hogs,Ball Hogs,-1,0,,,,,Connor Harte,Andrey Andriyevskiy,,Kyle Ebersol,Tyler Martin,
Bracket Play,Contender 4.5+,Bracket A,P9: Quarter-final,Single game,OFF TWO,Fufu Roundnet,Fufu Roundnet,0,1,,,,,Noah Kopetic,Michael Creedon,,Andrew Nee,James Mills,
Bracket Play,Contender 4.5+,Bracket A,P17: Quarter-final,Single game,NYCR Hardstuck,"*Twisted* ","*Twisted* ",0,1,,,,,Eric Guan,Jared Almon,,Cody Peterson,Cole Solomon,
Bracket Play,Contender 4.5+,Bracket A,P17: Quarter-final,Single game,In Wolfpack We Trust,The Beans,The Beans,0,1,,,,,Amrit Hingorani,Rishab Jain,,Jackson Carpenter,Salvatore Guagenti,
Bracket Play,Contender 4.5+,Bracket A,P25: Quarter-final,Single game,Sean²,Shuijiao/睡觉,Shuijiao/睡觉,-1,0,,,,,Sean Peucker,Sean Santos,,Michael Yung,Evan Liao,
Bracket Play,Contender 4.5+,Bracket A,Semi-final,Best of 3,Centros,Seazoned,Centros,1,0,1,0,,,Jaxon Gonzalez,Jon Esposo,,Brent Summers,Zach Snover,
Bracket Play,Contender 4.5+,Bracket A,Semi-final,Best of 3,Budster,Pick Pockets,Budster,21,17,21,23,21,18,Keith Fleischmann,Maxwell McNally,,Riley Redmon,Joel Hoffler,
Bracket Play,Contender 4.5+,Bracket A,P5: Semi-final,Single game,CRUSTYYY,BenW/Luke,CRUSTYYY,0,-1,,,,,Daniel Haungs,Blake VanDenTop,,Ben Westphal,Luke Arnpriester,
Bracket Play,Contender 4.5+,Bracket A,P17: Semi-final,Single game,"*Twisted* ",The Beans,,0,0,,,,,Cody Peterson,Cole Solomon,,Jackson Carpenter,Salvatore Guagenti,
Bracket Play,Contender 4.5+,Bracket A,Final,Best of 3,Centros,Budster,Centros,1,0,1,0,,,Jaxon Gonzalez,Jon Esposo,,Keith Fleischmann,Maxwell McNally,
Bracket Play,Contender 4.5+,Bracket A,P3: Final,Best of 3,Pick Pockets,Seazoned,Pick Pockets,21,14,0,-1,,,Riley Redmon,Joel Hoffler,,Brent Summers,Zach Snover,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Put It in My Hand,Orange Crush,Put It in My Hand,21,14,21,14,,,Jason Woo,Matthew Tiongko,,Owen Wallace,Ryland Holdren,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Contender? Hardly know her,One-Two Punch,Contender? Hardly know her,20,22,21,17,21,17,Patrick Ffrench,Henry Switz,,David Xu,Grant Sheely,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Tim & Greg,Out of Pocket,Tim & Greg,21,14,21,14,,,Ian Timan,Julia Timan,,Eli Canon,Spencer Sexton,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Rizznet,The Final Spike,The Final Spike,15,21,21,13,15,21,Jaeden Hannus,Aidan Tack,,Nate H,Matthew Loyed,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Out of Stock,DoubleThreat,DoubleThreat,16,21,19,21,,,Cade Cote,Jeremy Illut,,Siddhant Desai,Dylan Rehman,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Little Bites,Joint Pain,Little Bites,11,21,21,12,21,15,Jensen Brynildsen,Luke Little,,Alex Cotter,Evan Burkstrand,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,~Tay-San! uwu~,The Ace Collective,~Tay-San! uwu~,1,0,1,0,,,Eric Tay,Ricky Santiago,,Austin Smith,Cole Henderson,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,GA and NC Collab,Men in Tech,Men in Tech,-1,0,-1,0,,,Leslie Nguyen,Zack Glew,,Luke Nemec,Sam Aven,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Budget cuts,Cut the Jam,Cut the Jam,0,1,0,1,,,CJ Mierchuk,Gray Bundy,,Holden Frey,Nick Yee,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Kosher Curry,2 Scoops,2 Scoops,0,1,0,1,,,Sathvik Vasa,Yanai Hamel-Sasson,,Pramodh Sundarshrii,Luke Marshall,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Two first name Filipinos,Mark/Benc,Mark/Benc,21,15,15,21,20,22,JP Chincuanco,Jason Inumerable,,Mark Kuchma,Benjamin Colao,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Trash Collectors,Steppin on Buiz,Steppin on Buiz,19,21,19,21,,,Richard Ahn,Dylan Noker,,Jacob Marshall,Dustin Bishop,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Globo Gym Dodgeball,Big Bubbles,Big Bubbles,19,21,21,14,19,21,Drew VanDenburg,Brock Lodato,,Aman Khemka,George Zywiel,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Panda,Leftovers,Leftovers,21,17,27,29,18,21,Matthew Li,Alan Gao,,Garrett Logan,Jake Oxendine,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,MBR Initiative,Slayson & Co.,Slayson & Co.,21,17,18,21,16,21,Jason Montgomery,Ryan Montgomery,,Mason Dancausse,Evan Eberle,
Bracket Play,Contender 4.5+,Bracket B,Round of 32,Best of 3,Fruity Pebbles,Adiabatic,Fruity Pebbles,1,0,1,0,,,Brennan McOwen,Justin Goldman,,Gabris Ni,Isaac Wong,
Bracket Play,Contender 4.5+,Bracket B,Round of 16,Best of 3,Put It in My Hand,Fruity Pebbles,Put It in My Hand,36,38,21,14,17,16,Jason Woo,Matthew Tiongko,,Brennan McOwen,Justin Goldman,
Bracket Play,Contender 4.5+,Bracket B,Round of 16,Best of 3,Contender? Hardly know her,Slayson & Co.,Slayson & Co.,21,18,19,21,19,21,Patrick Ffrench,Henry Switz,,Mason Dancausse,Evan Eberle,
Bracket Play,Contender 4.5+,Bracket B,Round of 16,Best of 3,Tim & Greg,Leftovers,Tim & Greg,21,16,22,20,,,Ian Timan,Julia Timan,,Garrett Logan,Jake Oxendine,
Bracket Play,Contender 4.5+,Bracket B,Round of 16,Best of 3,The Final Spike,Big Bubbles,The Final Spike,21,14,18,21,21,15,Nate H,Matthew Loyed,,Aman Khemka,George Zywiel,
Bracket Play,Contender 4.5+,Bracket B,Round of 16,Best of 3,DoubleThreat,Steppin on Buiz,Steppin on Buiz,17,21,19,21,,,Siddhant Desai,Dylan Rehman,,Jacob Marshall,Dustin Bishop,
Bracket Play,Contender 4.5+,Bracket B,Round of 16,Best of 3,Little Bites,Mark/Benc,Mark/Benc,-1,0,-1,0,,,Jensen Brynildsen,Luke Little,,Mark Kuchma,Benjamin Colao,
Bracket Play,Contender 4.5+,Bracket B,Round of 16,Best of 3,~Tay-San! uwu~,2 Scoops,~Tay-San! uwu~,17,21,21,17,21,10,Eric Tay,Ricky Santiago,,Pramodh Sundarshrii,Luke Marshall,
Bracket Play,Contender 4.5+,Bracket B,Round of 16,Best of 3,Men in Tech,Cut the Jam,Cut the Jam,18,21,16,21,,,Luke Nemec,Sam Aven,,Holden Frey,Nick Yee,
Bracket Play,Contender 4.5+,Bracket B,P17: Round of 16,Single game,Adiabatic,Orange Crush,Adiabatic,1,0,,,,,Gabris Ni,Isaac Wong,,Owen Wallace,Ryland Holdren,
Bracket Play,Contender 4.5+,Bracket B,P17: Round of 16,Single game,MBR Initiative,One-Two Punch,One-Two Punch,10,21,,,,,Jason Montgomery,Ryan Montgomery,,David Xu,Grant Sheely,
Bracket Play,Contender 4.5+,Bracket B,P17: Round of 16,Single game,Trash Collectors,Out of Stock,Out of Stock,-1,0,,,,,Richard Ahn,Dylan Noker,,Cade Cote,Jeremy Illut,
Bracket Play,Contender 4.5+,Bracket B,P17: Round of 16,Single game,Two first name Filipinos,Joint Pain,Two first name Filipinos,1,0,,,,,JP Chincuanco,Jason Inumerable,,Alex Cotter,Evan Burkstrand,
Bracket Play,Contender 4.5+,Bracket B,Quarter-final,Best of 3,Put It in My Hand,Cut the Jam,Put It in My Hand,1,0,1,0,,,Jason Woo,Matthew Tiongko,,Holden Frey,Nick Yee,
Bracket Play,Contender 4.5+,Bracket B,Quarter-final,Best of 3,Slayson & Co.,~Tay-San! uwu~,~Tay-San! uwu~,12,21,10,21,,,Mason Dancausse,Evan Eberle,,Eric Tay,Ricky Santiago,
Bracket Play,Contender 4.5+,Bracket B,Quarter-final,Best of 3,Tim & Greg,Mark/Benc,Tim & Greg,21,12,21,19,,,Ian Timan,Julia Timan,,Mark Kuchma,Benjamin Colao,
Bracket Play,Contender 4.5+,Bracket B,Quarter-final,Best of 3,The Final Spike,Steppin on Buiz,The Final Spike,25,24,21,17,,,Nate H,Matthew Loyed,,Jacob Marshall,Dustin Bishop,
Bracket Play,Contender 4.5+,Bracket B,P9: Quarter-final,Single game,Men in Tech,Fruity Pebbles,Men in Tech,0,-1,,,,,Luke Nemec,Sam Aven,,Brennan McOwen,Justin Goldman,
Bracket Play,Contender 4.5+,Bracket B,P9: Quarter-final,Single game,2 Scoops,Contender? Hardly know her,Contender? Hardly know her,-1,0,,,,,Pramodh Sundarshrii,Luke Marshall,,Patrick Ffrench,Henry Switz,
Bracket Play,Contender 4.5+,Bracket B,P9: Quarter-final,Single game,Little Bites,Leftovers,Leftovers,-1,0,,,,,Jensen Brynildsen,Luke Little,,Garrett Logan,Jake Oxendine,
Bracket Play,Contender 4.5+,Bracket B,P9: Quarter-final,Single game,DoubleThreat,Big Bubbles,DoubleThreat,0,-1,,,,,Siddhant Desai,Dylan Rehman,,Aman Khemka,George Zywiel,
Bracket Play,Contender 4.5+,Bracket B,Semi-final,Best of 3,Put It in My Hand,The Final Spike,The Final Spike,0,1,-1,0,,,Jason Woo,Matthew Tiongko,,Nate H,Matthew Loyed,
Bracket Play,Contender 4.5+,Bracket B,Semi-final,Best of 3,~Tay-San! uwu~,Tim & Greg,~Tay-San! uwu~,0,1,1,0,1,0,Eric Tay,Ricky Santiago,,Ian Timan,Julia Timan,
Bracket Play,Contender 4.5+,Bracket B,P5: Semi-final,Single game,Mark/Benc,Slayson & Co.,Mark/Benc,1,0,,,,,Mark Kuchma,Benjamin Colao,,Mason Dancausse,Evan Eberle,
Bracket Play,Contender 4.5+,Bracket B,P9: Semi-final,Single game,Men in Tech,DoubleThreat,Men in Tech,0,-1,,,,,Luke Nemec,Sam Aven,,Siddhant Desai,Dylan Rehman,
Bracket Play,Contender 4.5+,Bracket B,Final,Best of 3,The Final Spike,~Tay-San! uwu~,~Tay-San! uwu~,1,0,0,1,0,1,Nate H,Matthew Loyed,,Eric Tay,Ricky Santiago,
Bracket Play,Contender 4.5+,Bracket B,P3: Final,Best of 3,Tim & Greg,Put It in My Hand,,0,-2,,,,,Ian Timan,Julia Timan,,Jason Woo,Matthew Tiongko,
Bracket Play,Contender 4.5+,Bracket C,Round of 32,Best of 3,Cock Blocked,ICE,Cock Blocked,21,11,21,9,,,Spencer Predmore,William O’Bryan,,Zeke Beckford,Gordon Davis,
Bracket Play,Contender 4.5+,Bracket C,Round of 32,Best of 3,MBR Farm Boys,Foot Spike,MBR Farm Boys,1,0,1,0,,,Caleb Montgomery,Christopher Montgomery,,Craig Berwick,Jeff Hermsen,
Bracket Play,Contender 4.5+,Bracket C,Round of 16,Best of 3,Moonlight,MBR Farm Boys,Moonlight,21,4,21,6,,,Connor Hintz,Jace Pulkrabek,,Caleb Montgomery,Christopher Montgomery,
Bracket Play,Contender 4.5+,Bracket C,Round of 16,Best of 3,Bron Julio,Cock Blocked,Cock Blocked,17,21,18,21,,,Jake Brown,Austin Niles,,Spencer Predmore,William O’Bryan,
Bracket Play,Contender 4.5+,Bracket C,Round of 16,Best of 3,KRA Reluctancy,Slammin,KRA Reluctancy,1,0,1,0,,,Kai Zafren,Billy Jung,,Addison Pernsteiner,Sebastian Grant,
Bracket Play,Contender 4.5+,Bracket C,Round of 16,Best of 3,Radford/Siller,Net Dreamz,Radford/Siller,1,0,0,1,1,0,TJ Radford,Walter Siller,,Cole Kennedy,Jacob Henderson,
Bracket Play,Contender 4.5+,Bracket C,Round of 16,Best of 3,"Emoting ",Injured Arms,"Emoting ",21,15,0,-1,,,Drew Weaver,Noah Yost,,Ryan Field,Cole Ciemniecki,
Bracket Play,Contender 4.5+,Bracket C,Round of 16,Best of 3,It’s Been an Honor,Jacob/Luka,Jacob/Luka,12,21,13,21,,,Cole Bennett,Joshua Simalayvong,,Luka Eaton,Jacob Sisco,
Bracket Play,Contender 4.5+,Bracket C,Round of 16,Best of 3,Medical Intervention,Casablanca Express,Medical Intervention,0,-1,0,-1,,,Riyan Farhat,John Muirhead,,Kavan Dharia,Josh Wozniak,
Bracket Play,Contender 4.5+,Bracket C,Round of 16,Best of 3,Haggis and Eggroll,Butter,Haggis and Eggroll,21,15,12,21,22,20,Garret Chaffins,Jackson Roberts,,Will Janusz,Jamison Friauf,
Bracket Play,Contender 4.5+,Bracket C,Quarter-final,Best of 3,Moonlight,Haggis and Eggroll,Moonlight,21,16,21,16,,,Connor Hintz,Jace Pulkrabek,,Garret Chaffins,Jackson Roberts,
Bracket Play,Contender 4.5+,Bracket C,Quarter-final,Best of 3,Cock Blocked,Medical Intervention,Medical Intervention,21,15,17,21,15,21,Spencer Predmore,William O’Bryan,,Riyan Farhat,John Muirhead,
Bracket Play,Contender 4.5+,Bracket C,Quarter-final,Best of 3,KRA Reluctancy,Jacob/Luka,KRA Reluctancy,1,0,1,0,,,Kai Zafren,Billy Jung,,Luka Eaton,Jacob Sisco,
Bracket Play,Contender 4.5+,Bracket C,Quarter-final,Best of 3,Radford/Siller,"Emoting ","Emoting ",22,20,-1,0,-1,0,TJ Radford,Walter Siller,,Drew Weaver,Noah Yost,
Bracket Play,Contender 4.5+,Bracket C,P9: Quarter-final,Single game,It’s Been an Honor,Slammin,Slammin,-1,0,,,,,Cole Bennett,Joshua Simalayvong,,Addison Pernsteiner,Sebastian Grant,
Bracket Play,Contender 4.5+,Bracket C,Semi-final,Best of 3,Moonlight,"Emoting ",Moonlight,0,-1,0,-1,,,Connor Hintz,Jace Pulkrabek,,Drew Weaver,Noah Yost,
Bracket Play,Contender 4.5+,Bracket C,Semi-final,Best of 3,Medical Intervention,KRA Reluctancy,KRA Reluctancy,0,1,0,1,,,Riyan Farhat,John Muirhead,,Kai Zafren,Billy Jung,
Bracket Play,Contender 4.5+,Bracket C,P5: Semi-final,Single game,Jacob/Luka,Cock Blocked,Cock Blocked,-1,21,,,,,Luka Eaton,Jacob Sisco,,Spencer Predmore,William O’Bryan,
Bracket Play,Contender 4.5+,Bracket C,Final,Best of 3,Moonlight,KRA Reluctancy,Moonlight,25,23,21,11,,,Connor Hintz,Jace Pulkrabek,,Kai Zafren,Billy Jung,
Bracket Play,Contender 4.5+,Bracket C,P17: Final,Single game,Foot Spike,ICE,ICE,-1,0,,,,,Craig Berwick,Jeff Hermsen,,Zeke Beckford,Gordon Davis,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,1,Single game,Loopy Juice,Abi/Annabel,Abi/Annabel,16,21,,,,,Kate B,Lourna Szabanos,,Abigail Bayog,Annabel White,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,1,Single game,We Were on a Break,Squirrel Mafia,We Were on a Break,21,7,,,,,Rachel Dolan,Shelby Vanderhoof,,Mallory Justis,Zohe Serrano,
Pool Play,Women's Int/Adv 2.0-4.0+,Group A,1,Single game,yu yu yu me me yu yu me,Rise of Asians,Rise of Asians,16,21,,,,,Michelle Yu,Holly Yu,,Laura Zacharauskas,Rosie Craven,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,1,Single game,THE BOYS,Kate/Sam,THE BOYS,21,12,,,,,Jaime Cunningham,Sylvia Dean,,Kate Gearing,Samantha Murphy,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,1,Single game,Splash Bros,Spike Tyson,Splash Bros,21,13,,,,,Christina Nikas,Maddie Huffstetler,,Anna Mitchell,Summer Kowalski,
Pool Play,Women's Int/Adv 2.0-4.0+,Group B,1,Single game,Last Minute,Spiken’,Last Minute,21,17,,,,,Grace O'Connor,Bel Belvedere,,Kenya Medina,Cailley Biagini,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,1,Single game,Two Girls One Net,First Tourney!,First Tourney!,13,21,,,,,Mackenzie Vogt,Abigail Lannetti,,Diana Clark,Catherine Carr,
Pool Play,Women's Int/Adv 2.0-4.0+,Group C,1,Single game,OP•TI•MIST,Heat Waves,OP•TI•MIST,21,19,,,,,Audrey Summers,Courtney Coppage,,Chloe Campbell,Priscilla Campbell,
