"tourney","Division","Round","Date","game_id","mT1P1","mT1P2","mT2P1","mT2P2","mT1_result","mT1_score","mT2_score"
"ROTC2021-5","WOMEN'S ADVANCED","1ST PLACE",21-09-25,826,"JAIME CUNNINGHAM","SYLVIA DEAN","DIANNE FONSECA","ADRIENNE D'ALEWYN",0,18,21
"ROTC2021-5","WOMEN'S ADVANCED","3RD PLACE",21-09-25,827,"VICTORIA DESFOSSES","KAYLA LARIVIERE","ELLA FAIRBAIRN","MARISSA BRUBACHER",1,21,15
"ROTC2021-5","WOMEN'S ADVANCED","3RD PLACE",21-09-25,828,"VICTORIA DESFOSSES","KAYLA LARIVIERE","ELLA FAIRBAIRN","MARISSA BRUBACHER",1,21,15
"ROTC2021-5","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-09-25,829,"ROSEMAY DIAZ","SOPHIE COOKE","CASSANDRA SADLER","KIERA WHITTINGTON",0,15,21
"ROTC2021-5","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-09-25,830,"EMMA ROBERTSON","KATIE ROBERTSON","AMY HOPKINS","NAOMI CAMPBELL",0,17,21
"ROTC2021-5","WOMEN'S ADVANCED","5TH PLACE",21-09-25,831,"KIERA WHITTINGTON","CASSANDRA SADLER","AMY HOPKINS","NAOMI CAMPBELL",1,21,18
"ROTC2021-5","WOMEN'S ADVANCED","7TH PLACE",21-09-25,832,"EMMA ROBERTSON","KATIE ROBERTSON","SOPHIE COOKE","ROSEMAY DIAZ",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,833,"ALI JENKI","OLIVIA JENKI","ALICIA TRUJILLO","VICTORIA STEWART",1,21,8
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,834,"ALI JENKI","OLIVIA JENKI","ALICIA TRUJILLO","VICTORIA STEWART",1,21,8
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,835,"SARAH ALLEN","TORI FARLOW","MEY HELM","PERRIN YORK",1,21,11
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,836,"SARAH ALLEN","TORI FARLOW","MEY HELM","PERRIN YORK",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,837,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","MORGAN MITCHELL","KIM HOSTETLER",1,21,12
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,838,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","MORGAN MITCHELL","KIM HOSTETLER",1,21,6
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,839,"ALLIE FOSTER","KARAH HUI","WHITNEY FRAIRE","AMANDALYNN CALDER",1,21,18
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,840,"ALLIE FOSTER","KARAH HUI","WHITNEY FRAIRE","AMANDALYNN CALDER",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,841,"KAYLA WU-FLEMING","KALIN MORGAN","SAM GREATHOUSE","LAURA DOHM",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,842,"KAYLA WU-FLEMING","KALIN MORGAN","SAM GREATHOUSE","LAURA DOHM",1,21,9
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,843,"KATIE PIERSON","NANCY GOUGEON","KRISTA SHROCK","ASHLEY SHOWALTER",0,14,21
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,844,"KATIE PIERSON","NANCY GOUGEON","KRISTA SHROCK","ASHLEY SHOWALTER",1,21,16
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,845,"KATIE PIERSON","NANCY GOUGEON","KRISTA SHROCK","ASHLEY SHOWALTER",1,21,19
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,846,"ALI JENKI","OLIVIA JENKI","MEY HELM","PERRIN YORK",1,21,9
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,847,"ALI JENKI","OLIVIA JENKI","MEY HELM","PERRIN YORK",1,21,8
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,848,"TEDDI LESOINE","LOU WASHBURN","ALICIA TRUJILLO","VICTORIA STEWART",1,21,7
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,849,"TEDDI LESOINE","LOU WASHBURN","ALICIA TRUJILLO","VICTORIA STEWART",1,21,9
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,850,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","WHITNEY FRAIRE","AMANDALYNN CALDER",1,21,12
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,851,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","WHITNEY FRAIRE","AMANDALYNN CALDER",1,24,22
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,852,"ALLIE FOSTER","KARAH HUI","MORGAN MITCHELL","KIM HOSTETLER",1,21,6
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,853,"ALLIE FOSTER","KARAH HUI","MORGAN MITCHELL","KIM HOSTETLER",1,21,10
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,854,"KAYLA WU-FLEMING","KALIN MORGAN","KRISTA SHROCK","ASHLEY SHOWALTER",1,24,22
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,855,"KAYLA WU-FLEMING","KALIN MORGAN","KRISTA SHROCK","ASHLEY SHOWALTER",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,856,"KATIE PIERSON","NANCY GOUGEON","SAM GREATHOUSE","LAURA DOHM",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,857,"KATIE PIERSON","NANCY GOUGEON","SAM GREATHOUSE","LAURA DOHM",1,21,10
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,858,"ALI JENKI","OLIVIA JENKI","LOU WASHBURN","TEDDI LESOINE",1,21,10
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,859,"ALI JENKI","OLIVIA JENKI","LOU WASHBURN","TEDDI LESOINE",1,21,16
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,860,"SARAH ALLEN","TORI FARLOW","ALICIA TRUJILLO","VICTORIA STEWART",1,21,8
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,861,"SARAH ALLEN","TORI FARLOW","ALICIA TRUJILLO","VICTORIA STEWART",1,21,9
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,862,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KARAH HUI","ALLIE FOSTER",1,22,20
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,863,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KARAH HUI","ALLIE FOSTER",1,25,23
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,864,"AMANDALYNN CALDER","WHITNEY FRAIRE","MORGAN MITCHELL","KIM HOSTETLER",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,865,"AMANDALYNN CALDER","WHITNEY FRAIRE","MORGAN MITCHELL","KIM HOSTETLER",1,21,10
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,866,"KAYLA WU-FLEMING","KALIN MORGAN","NANCY GOUGEON","KATIE PIERSON",1,21,17
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,867,"KAYLA WU-FLEMING","KALIN MORGAN","NANCY GOUGEON","KATIE PIERSON",1,21,14
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,868,"ASHLEY SHOWALTER","KRISTA SHROCK","SAM GREATHOUSE","LAURA DOHM",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,869,"ASHLEY SHOWALTER","KRISTA SHROCK","SAM GREATHOUSE","LAURA DOHM",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,870,"SARAH ALLEN","TORI FARLOW","LOU WASHBURN","TEDDI LESOINE",1,21,15
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,871,"SARAH ALLEN","TORI FARLOW","LOU WASHBURN","TEDDI LESOINE",1,21,16
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,872,"PERRIN YORK","MEY HELM","ALICIA TRUJILLO","VICTORIA STEWART",1,21,9
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,873,"PERRIN YORK","MEY HELM","ALICIA TRUJILLO","VICTORIA STEWART",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,874,"ALI JENKI","OLIVIA JENKI","TORI FARLOW","SARAH ALLEN",1,21,11
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,875,"ALI JENKI","OLIVIA JENKI","TORI FARLOW","SARAH ALLEN",1,21,15
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,876,"TEDDI LESOINE","LOU WASHBURN","MEY HELM","PERRIN YORK",1,21,18
"2021NATIONALS","WOMEN'S ADVANCED","POOL",21-10-02,877,"TEDDI LESOINE","LOU WASHBURN","MEY HELM","PERRIN YORK",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,878,"AMANDALYNN CALDER","WHITNEY FRAIRE","LOU WASHBURN","TEDDI LESOINE",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,879,"AMANDALYNN CALDER","WHITNEY FRAIRE","LOU WASHBURN","TEDDI LESOINE",1,21,12
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,880,"KATIE PIERSON","NANCY GOUGEON","ALICIA TRUJILLO","VICTORIA STEWART",1,21,6
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,881,"KATIE PIERSON","NANCY GOUGEON","ALICIA TRUJILLO","VICTORIA STEWART",1,21,10
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,882,"ALLIE FOSTER","KARAH HUI","SAM GREATHOUSE","LAURA DOHM",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,883,"ALLIE FOSTER","KARAH HUI","SAM GREATHOUSE","LAURA DOHM",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,884,"ASHLEY SHOWALTER","KRISTA SHROCK","MEY HELM","PERRIN YORK",1,21,11
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,885,"ASHLEY SHOWALTER","KRISTA SHROCK","MEY HELM","PERRIN YORK",1,21,15
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,886,"SARAH ALLEN","TORI FARLOW","MORGAN MITCHELL","KIM HOSTETLER",1,21,15
"2021NATIONALS","WOMEN'S ADVANCED","ROUND OF 16",21-10-02,887,"SARAH ALLEN","TORI FARLOW","MORGAN MITCHELL","KIM HOSTETLER",1,21,14
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,888,"ALI JENKI","OLIVIA JENKI","WHITNEY FRAIRE","AMANDALYNN CALDER",1,21,18
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,889,"ALI JENKI","OLIVIA JENKI","WHITNEY FRAIRE","AMANDALYNN CALDER",1,21,17
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,890,"KATIE PIERSON","NANCY GOUGEON","KARAH HUI","ALLIE FOSTER",0,14,21
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,891,"KATIE PIERSON","NANCY GOUGEON","KARAH HUI","ALLIE FOSTER",1,21,17
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,892,"KATIE PIERSON","NANCY GOUGEON","KARAH HUI","ALLIE FOSTER",0,18,21
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,893,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KRISTA SHROCK","ASHLEY SHOWALTER",0,19,21
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,894,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KRISTA SHROCK","ASHLEY SHOWALTER",1,21,16
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,895,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KRISTA SHROCK","ASHLEY SHOWALTER",1,21,18
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,896,"KAYLA WU-FLEMING","KALIN MORGAN","TORI FARLOW","SARAH ALLEN",0,0,1
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,897,"KAYLA WU-FLEMING","KALIN MORGAN","TORI FARLOW","SARAH ALLEN",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","QUARTER-FINALS",21-10-02,898,"KAYLA WU-FLEMING","KALIN MORGAN","TORI FARLOW","SARAH ALLEN",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","SEMI-FINALS",21-10-02,899,"ALI JENKI","OLIVIA JENKI","KARAH HUI","ALLIE FOSTER",1,21,17
"2021NATIONALS","WOMEN'S ADVANCED","SEMI-FINALS",21-10-02,900,"ALI JENKI","OLIVIA JENKI","KARAH HUI","ALLIE FOSTER",1,21,13
"2021NATIONALS","WOMEN'S ADVANCED","SEMI-FINALS",21-10-02,901,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KALIN MORGAN","KAYLA WU-FLEMING",1,21,17
"2021NATIONALS","WOMEN'S ADVANCED","SEMI-FINALS",21-10-02,902,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KALIN MORGAN","KAYLA WU-FLEMING",0,17,21
"2021NATIONALS","WOMEN'S ADVANCED","SEMI-FINALS",21-10-02,903,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KALIN MORGAN","KAYLA WU-FLEMING",0,18,21
"2021NATIONALS","WOMEN'S ADVANCED","1ST PLACE",21-10-02,904,"ALI JENKI","OLIVIA JENKI","KALIN MORGAN","KAYLA WU-FLEMING",1,22,20
"2021NATIONALS","WOMEN'S ADVANCED","1ST PLACE",21-10-02,905,"ALI JENKI","OLIVIA JENKI","KALIN MORGAN","KAYLA WU-FLEMING",1,21,17
"2021NATIONALS","WOMEN'S ADVANCED","3RD PLACE",21-10-02,906,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KARAH HUI","ALLIE FOSTER",1,21,15
"2021NATIONALS","WOMEN'S ADVANCED","3RD PLACE",21-10-02,907,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KARAH HUI","ALLIE FOSTER",0,18,21
"2021NATIONALS","WOMEN'S ADVANCED","3RD PLACE",21-10-02,908,"BECCA GRAHAM","ALLI KAUFFMAN ROGERS","KARAH HUI","ALLIE FOSTER",1,21,12
"2021NATIONALS","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-10-02,909,"KATIE PIERSON","NANCY GOUGEON","WHITNEY FRAIRE","AMANDALYNN CALDER",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-10-02,910,"KATIE PIERSON","NANCY GOUGEON","WHITNEY FRAIRE","AMANDALYNN CALDER",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-10-02,911,"SARAH ALLEN","TORI FARLOW","KRISTA SHROCK","ASHLEY SHOWALTER",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-10-02,912,"SARAH ALLEN","TORI FARLOW","KRISTA SHROCK","ASHLEY SHOWALTER",0,0,1
"2021NATIONALS","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-10-02,913,"SARAH ALLEN","TORI FARLOW","KRISTA SHROCK","ASHLEY SHOWALTER",0,0,1
"2021NATIONALS","WOMEN'S ADVANCED","P9: QUARTER-FINALS",21-10-02,914,"LAURA DOHM","SAM GREATHOUSE","ALICIA TRUJILLO","VICTORIA STEWART",1,2,0
"2021NATIONALS","WOMEN'S ADVANCED","P9: SEMI-FINALS",21-10-02,915,"TEDDI LESOINE","LOU WASHBURN","SAM GREATHOUSE","LAURA DOHM",1,1,0
"2021NATIONALS","WOMEN'S ADVANCED","P9: SEMI-FINALS",21-10-02,916,"PERRIN YORK","MEY HELM","MORGAN MITCHELL","KIM HOSTETLER",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,917,"ALLIE FOSTER","KATIE PIERSON","STEPHANIE BROWN","EMMA BRUNE",1,21,5
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,918,"KARAH HUI","SARAH ALLEN","EMMA ANGELETTI","ABBIE POST",1,21,13
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,919,"LOU WASHBURN","JOELLE NGUYEN","MOLLY MILES","MEAGAN BOWN",1,21,3
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,920,"ELENI THANOPOULOU","TEDDI LESOINE","NICOLE FATT","RUTH TROUGHTON",0,18,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,921,"ALLIE FOSTER","KATIE PIERSON","EMMA ANGELETTI","ABBIE POST",1,21,3
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,922,"KARAH HUI","SARAH ALLEN","NICOLE FATT","RUTH TROUGHTON",1,21,19
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,923,"LOU WASHBURN","JOELLE NGUYEN","TEDDI LESOINE","ELENI THANOPOULOU",1,21,16
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,924,"MEAGAN BOWN","MOLLY MILES","STEPHANIE BROWN","EMMA BRUNE",1,21,6
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,925,"ALLIE FOSTER","KATIE PIERSON","MOLLY MILES","MEAGAN BOWN",1,21,13
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,926,"KARAH HUI","SARAH ALLEN","JOELLE NGUYEN","LOU WASHBURN",0,22,24
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,927,"ELENI THANOPOULOU","TEDDI LESOINE","STEPHANIE BROWN","EMMA BRUNE",1,21,8
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,928,"RUTH TROUGHTON","NICOLE FATT","EMMA ANGELETTI","ABBIE POST",1,21,14
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,929,"ALLIE FOSTER","KATIE PIERSON","NICOLE FATT","RUTH TROUGHTON",1,21,18
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,930,"KARAH HUI","SARAH ALLEN","STEPHANIE BROWN","EMMA BRUNE",1,21,2
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,931,"LOU WASHBURN","JOELLE NGUYEN","EMMA ANGELETTI","ABBIE POST",1,21,10
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,932,"ELENI THANOPOULOU","TEDDI LESOINE","MOLLY MILES","MEAGAN BOWN",0,19,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,933,"ALLIE FOSTER","KATIE PIERSON","TEDDI LESOINE","ELENI THANOPOULOU",1,21,16
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,934,"KARAH HUI","SARAH ALLEN","MOLLY MILES","MEAGAN BOWN",1,21,15
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,935,"LOU WASHBURN","JOELLE NGUYEN","NICOLE FATT","RUTH TROUGHTON",1,21,16
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,936,"ABBIE POST","EMMA ANGELETTI","STEPHANIE BROWN","EMMA BRUNE",1,21,9
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,937,"ALLIE FOSTER","KATIE PIERSON","JOELLE NGUYEN","LOU WASHBURN",1,21,19
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,938,"KARAH HUI","SARAH ALLEN","TEDDI LESOINE","ELENI THANOPOULOU",1,21,16
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,939,"RUTH TROUGHTON","NICOLE FATT","STEPHANIE BROWN","EMMA BRUNE",1,21,13
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,940,"MEAGAN BOWN","MOLLY MILES","EMMA ANGELETTI","ABBIE POST",1,21,14
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,941,"ALLIE FOSTER","KATIE PIERSON","SARAH ALLEN","KARAH HUI",0,19,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,942,"LOU WASHBURN","JOELLE NGUYEN","STEPHANIE BROWN","EMMA BRUNE",1,21,6
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,943,"ELENI THANOPOULOU","TEDDI LESOINE","EMMA ANGELETTI","ABBIE POST",1,21,19
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","POOL",22-04-02,944,"RUTH TROUGHTON","NICOLE FATT","MOLLY MILES","MEAGAN BOWN",1,21,17
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","QUARTER-FINALS",22-04-02,945,"LOU WASHBURN","JOELLE NGUYEN","STEPHANIE BROWN","EMMA BRUNE",1,21,6
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","QUARTER-FINALS",22-04-02,946,"LOU WASHBURN","JOELLE NGUYEN","STEPHANIE BROWN","EMMA BRUNE",1,21,6
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","QUARTER-FINALS",22-04-02,947,"RUTH TROUGHTON","NICOLE FATT","MOLLY MILES","MEAGAN BOWN",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","QUARTER-FINALS",22-04-02,948,"RUTH TROUGHTON","NICOLE FATT","MOLLY MILES","MEAGAN BOWN",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","QUARTER-FINALS",22-04-02,949,"ALLIE FOSTER","KATIE PIERSON","EMMA ANGELETTI","ABBIE POST",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","QUARTER-FINALS",22-04-02,950,"ALLIE FOSTER","KATIE PIERSON","EMMA ANGELETTI","ABBIE POST",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","QUARTER-FINALS",22-04-02,951,"KARAH HUI","SARAH ALLEN","TEDDI LESOINE","ELENI THANOPOULOU",1,21,13
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","QUARTER-FINALS",22-04-02,952,"KARAH HUI","SARAH ALLEN","TEDDI LESOINE","ELENI THANOPOULOU",1,21,14
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","SEMI-FINALS",22-04-02,953,"LOU WASHBURN","JOELLE NGUYEN","NICOLE FATT","RUTH TROUGHTON",0,19,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","SEMI-FINALS",22-04-02,954,"LOU WASHBURN","JOELLE NGUYEN","NICOLE FATT","RUTH TROUGHTON",0,17,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","SEMI-FINALS",22-04-02,955,"ALLIE FOSTER","KATIE PIERSON","SARAH ALLEN","KARAH HUI",0,19,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","SEMI-FINALS",22-04-02,956,"ALLIE FOSTER","KATIE PIERSON","SARAH ALLEN","KARAH HUI",0,15,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","1ST PLACE",22-04-02,957,"RUTH TROUGHTON","NICOLE FATT","SARAH ALLEN","KARAH HUI",0,18,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","1ST PLACE",22-04-02,958,"RUTH TROUGHTON","NICOLE FATT","SARAH ALLEN","KARAH HUI",0,15,21
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","3RD PLACE",22-04-02,959,"ALLIE FOSTER","KATIE PIERSON","JOELLE NGUYEN","LOU WASHBURN",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","3RD PLACE",22-04-02,960,"ALLIE FOSTER","KATIE PIERSON","JOELLE NGUYEN","LOU WASHBURN",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","P5: SEMI-FINALS",22-04-02,961,"MEAGAN BOWN","MOLLY MILES","STEPHANIE BROWN","EMMA BRUNE",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","P5: SEMI-FINALS",22-04-02,962,"MEAGAN BOWN","MOLLY MILES","STEPHANIE BROWN","EMMA BRUNE",1,1,0
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","P5: SEMI-FINALS",22-04-02,963,"ELENI THANOPOULOU","TEDDI LESOINE","EMMA ANGELETTI","ABBIE POST",0,0,1
"STS22ORLANDOFL","WOMEN'S ADVANCED 4.0+","P5: SEMI-FINALS",22-04-02,964,"ELENI THANOPOULOU","TEDDI LESOINE","EMMA ANGELETTI","ABBIE POST",0,0,1
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,965,"SARAH ALLEN","KARAH HUI","DELANIE RABER","AUDREY SUMMERS",1,21,10
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,966,"NICOLE FATT","RUTH TROUGHTON","HAZEL MITRIK","JENELLE DUMAIS",1,21,18
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,967,"ALLI KAUFFMAN ROGERS","BECCA GRAHAM","MADISON WEST","MARIKA KORPINEN",1,21,9
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,968,"OLIVIA JENKI","ALI JENKI","STEF DING","TIFF DING",1,21,11
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,969,"ALLIE FOSTER","KATIE PIERSON","LIV BATES","ALORA THOMPSON",1,21,11
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,970,"JOELLE NGUYEN","TORI FARLOW","ELENI THANOPOULOU","CAMILLE ANDERSON",1,21,19
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,971,"SARAH ALLEN","KARAH HUI","HAZEL MITRIK","JENELLE DUMAIS",1,21,7
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,972,"NICOLE FATT","RUTH TROUGHTON","JACQUELINE YOO","KRISTA SHROCK",1,21,18
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,973,"MARIKA KORPINEN","MADISON WEST","DELANIE RABER","AUDREY SUMMERS",1,21,17
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,974,"OLIVIA JENKI","ALI JENKI","LIV BATES","ALORA THOMPSON",1,21,13
"STS22RICHMONDVA","WOMEN'S ADVANCED 4.0+","POOL",22-04-09,975,"ALLIE FOSTER","KATIE PIERSON","TORI FARLOW","JOELLE NGUYEN",1,21,13
